"","weighted_mean.X1981_si.x_fbi_anom","weighted_mean.X1982_si.x_fbi_anom","weighted_mean.X1983_si.x_fbi_anom","weighted_mean.X1984_si.x_fbi_anom","weighted_mean.X1985_si.x_fbi_anom","weighted_mean.X1986_si.x_fbi_anom","weighted_mean.X1987_si.x_fbi_anom","weighted_mean.X1988_si.x_fbi_anom","weighted_mean.X1989_si.x_fbi_anom","weighted_mean.X1990_si.x_fbi_anom","weighted_mean.X1991_si.x_fbi_anom","weighted_mean.X1992_si.x_fbi_anom","weighted_mean.X1993_si.x_fbi_anom","weighted_mean.X1994_si.x_fbi_anom","weighted_mean.X1995_si.x_fbi_anom","weighted_mean.X1996_si.x_fbi_anom","weighted_mean.X1997_si.x_fbi_anom","weighted_mean.X1998_si.x_fbi_anom","weighted_mean.X1999_si.x_fbi_anom","weighted_mean.X2000_si.x_fbi_anom","weighted_mean.X2001_si.x_fbi_anom","weighted_mean.X2002_si.x_fbi_anom","weighted_mean.X2003_si.x_fbi_anom","weighted_mean.X2004_si.x_fbi_anom","weighted_mean.X2005_si.x_fbi_anom","weighted_mean.X2006_si.x_fbi_anom","weighted_mean.X2007_si.x_fbi_anom","weighted_mean.X2008_si.x_fbi_anom","weighted_mean.X2009_si.x_fbi_anom","weighted_mean.X2010_si.x_fbi_anom","weighted_mean.X2011_si.x_fbi_anom","weighted_mean.X2012_si.x_fbi_anom","weighted_mean.X2013_si.x_fbi_anom","weighted_mean.X2014_si.x_fbi_anom","weighted_mean.X2015_si.x_fbi_anom","weighted_mean.X2016_si.x_fbi_anom","weighted_mean.X2017_si.x_fbi_anom","weighted_mean.X2018_si.x_fbi_anom","weighted_mean.X2019_si.x_fbi_anom","weighted_mean.X2020_si.x_fbi_anom","weighted_mean.X2021_si.x_fbi_anom"
"Custer Gallatin National Forest",-5.42915296554565,7.49109029769897,9.45789813995361,8.77878952026367,-6.73468589782715,-2.46572470664978,-13.8890609741211,-4.38507127761841,0.595361828804016,5.48867893218994,4.7191424369812,-9.38092994689941,2.63034272193909,-4.68441724777222,10.7617521286011,7.0723705291748,1.21236050128937,2.35671281814575,4.13052320480347,-3.79663991928101,-3.41056275367737,8.3751392364502,-2.41491055488586,-3.44504046440125,1.93734335899353,-5.80993127822876,-8.44654560089111,9.59228897094727,3.298015832901,7.4247350692749,11.8308219909668,-11.3223180770874,0.453227132558823,2.57520389556885,-9.24699211120605,-6.16107606887817,-5.65334272384644,-2.85927081108093,9.47526359558105,3.43113994598389,2.65981459617615
"Santa Fe National Forest",-0.947531342506409,8.66307926177979,17.1863803863525,10.5641508102417,3.16803002357483,-3.9286687374115,8.14106369018555,7.51528596878052,-6.18884992599487,5.83161449432373,10.1963186264038,1.12973082065582,7.98560762405396,2.99491000175476,8.03498458862305,-2.38136434555054,4.16477251052856,10.3389749526978,5.53956604003906,-4.99918174743652,0.302419245243073,-6.12568378448486,1.36520981788635,-1.47149085998535,4.85360717773438,-5.50961637496948,-0.181129783391953,5.66222238540649,-1.60119414329529,6.86685562133789,-1.82189273834229,-7.35742568969727,0.235044807195663,1.25017011165619,-5.93802070617676,-0.158547148108482,-10.9214601516724,-7.40321731567383,2.56138849258423,-3.20922923088074,0.722853660583496
"Dakota Prairie Grasslands",-12.5512390136719,2.22303771972656,9.27414131164551,3.7788565158844,-11.2341585159302,0.364782482385635,-13.9231204986572,-3.97201204299927,-2.69711661338806,1.35428130626678,-0.769594848155975,-6.40675592422485,-3.5461745262146,-2.4650981426239,8.23369979858398,9.60877418518066,2.7369544506073,-4.5501766204834,-0.902777493000031,-5.16651630401611,-3.87809705734253,10.9536867141724,-4.03427743911743,-0.256372183561325,-1.44774913787842,-4.68839502334595,-8.73029804229736,6.5885443687439,5.1834511756897,2.22284770011902,10.0688724517822,-13.6258869171143,5.99569320678711,7.03960227966309,-3.00540542602539,-2.33146452903748,-4.78731393814087,0.991552650928497,10.6134872436523,5.21524906158447,3.95110654830933
"Helena-Lewis and Clark National Forest",2.41970801353455,10.0949268341064,6.51368856430054,10.815185546875,-4.66173505783081,-3.61125159263611,-18.1495990753174,-5.61116981506348,3.54533767700195,7.25182962417603,6.7196798324585,-11.3907442092896,-0.706941246986389,-4.24425029754639,8.90692329406738,8.51382064819336,1.19641029834747,-0.183097004890442,5.63522720336914,-1.38622558116913,-1.61039471626282,9.35909938812256,-0.700303852558136,0.985281705856323,3.20417189598083,-8.71010780334473,-9.96459197998047,8.49691390991211,2.4843897819519,8.90566825866699,13.6048421859741,-5.64635848999023,-1.56325089931488,0.872262537479401,-8.1591215133667,-6.93164968490601,-5.6981635093689,-6.37898015975952,5.57369756698608,3.52710032463074,4.36312198638916
"Kootenai National Forest",3.85567474365234,7.93467712402344,0.951139450073242,16.5630950927734,-0.473701655864716,-2.59984278678894,-13.5724725723267,1.0302095413208,4.12668752670288,10.0018577575684,11.9798564910889,-8.77733993530273,-4.59841680526733,-3.80164670944214,3.97722101211548,12.6221294403076,4.12260770797729,-6.79272222518921,9.49563312530518,4.94682312011719,1.77065634727478,10.3790473937988,2.40762257575989,-3.00512170791626,-1.71784853935242,-6.0705304145813,-8.13047409057617,8.81050682067871,1.71887135505676,8.79465961456299,14.0990982055664,3.87283253669739,-3.89461231231689,-1.0657787322998,-11.1720886230469,-16.6525058746338,-1.38688802719116,-8.98921394348145,-3.15705180168152,5.2175464630127,0.997984349727631
"White River National Forest",0.238837793469429,13.0185890197754,15.9959659576416,8.87114143371582,1.12317430973053,3.14750266075134,-0.303415089845657,2.90248107910156,-1.10068166255951,1.55917131900787,6.46984958648682,-1.68812930583954,8.01659965515137,-5.33835458755493,16.6674613952637,-0.790581881999969,3.65134191513062,5.63442039489746,6.94388818740845,-6.51835775375366,-4.56165981292725,-5.03245401382446,-0.123279564082623,-4.29848146438599,2.64452767372131,-7.86599063873291,-4.22392559051514,8.91110515594482,0.284806549549103,3.24989414215088,8.27699375152588,-12.0410203933716,0.120140671730042,2.69742655754089,-0.0174044035375118,1.36882209777832,-3.13548517227173,-8.59987354278564,7.72931671142578,-4.0143666267395,-1.45917427539825
"Grand Mesa, Uncompahgre and Gunnison National Forests",-1.49492621421814,11.0337429046631,15.532865524292,8.56207656860352,1.72667419910431,1.26192462444305,1.75667941570282,4.23290348052979,-4.12160873413086,0.61581963300705,9.8425178527832,-1.14736521244049,7.5309534072876,-2.84995245933533,15.7929105758667,-2.34483361244202,4.18746995925903,6.87713766098022,7.17384719848633,-6.45595741271973,-4.11850500106812,-5.99841213226318,-0.00936162285506725,-5.10484218597412,2.56535601615906,-7.06187391281128,-4.39204978942871,8.30481719970703,-1.03295886516571,3.19549918174744,6.64112424850464,-11.4772119522095,0.616296947002411,2.55241107940674,-1.10428369045258,2.10990881919861,-4.7629542350769,-7.62496852874756,6.89846277236938,-4.27362108230591,-0.826311945915222
"Shoshone National Forest",-0.227476269006729,12.1564912796021,13.913477897644,9.26640701293945,-4.27818059921265,-4.13354682922363,-10.6729307174683,-7.23690509796143,0.810177087783813,4.75650119781494,5.70134782791138,-6.15579080581665,11.079439163208,-6.20597553253174,13.1994524002075,4.33797311782837,-0.339074999094009,8.74765110015869,6.39325761795044,-3.69597196578979,-5.4582633972168,1.32450866699219,-3.27313852310181,1.80914640426636,4.03465032577515,-9.64927577972412,-10.1333875656128,7.14585256576538,1.99959743022919,8.52743244171143,11.361927986145,-7.60629749298096,-3.44451951980591,-0.65071576833725,-6.62561845779419,-5.45764970779419,-3.21905922889709,-6.71178245544434,7.10086297988892,0.451188534498215,-2.67091131210327
"Nebraska National Forest",-14.7758617401123,1.29045689105988,12.1219873428345,9.46843910217285,-9.09092426300049,-5.12979555130005,-8.95363807678223,-0.222066506743431,-1.21959149837494,3.71576166152954,0.482496470212936,-5.62812280654907,3.4106240272522,-0.512671172618866,10.6366548538208,5.49720764160156,4.15248775482178,0.829907894134521,0.059251818805933,-4.08070802688599,-0.387046456336975,5.83466196060181,-3.36836886405945,-9.25407695770264,-1.61507880687714,-7.01455354690552,-5.52433586120605,9.06713008880615,5.13820791244507,3.80447316169739,8.48600482940674,-20.2738399505615,8.00946617126465,5.9703688621521,-11.4719667434692,-3.91146636009216,-5.64223384857178,4.60085248947144,11.6420955657959,5.60680723190308,6.24718713760376
"Bighorn National Forest",-2.92333149909973,9.3961763381958,11.4025640487671,9.54252052307129,-5.65029382705688,-3.19883584976196,-14.0205764770508,-4.82288980484009,-1.61477422714233,6.59149169921875,4.98979759216309,-8.04858303070068,4.49828433990479,-6.84992504119873,11.5348501205444,5.3580322265625,2.08239531517029,2.54861402511597,5.04257345199585,-3.45273542404175,-3.39320659637451,6.64003419876099,-0.456918239593506,-4.51207399368286,2.32539677619934,-6.70351409912109,-7.83721017837524,9.97372722625732,3.04161310195923,7.96732234954834,11.7401256561279,-14.099630355835,0.772335469722748,2.91806936264038,-8.51954460144043,-4.24113368988037,-5.0669322013855,-4.07947587966919,8.51680088043213,2.26424813270569,2.27078056335449
"Rio Grande National Forest",-0.544589757919312,13.1874341964722,15.7708196640015,5.7488260269165,3.45997548103333,4.06789922714233,3.29293727874756,3.19091176986694,-3.05996465682983,3.97345066070557,8.39560604095459,2.94369888305664,6.64076948165894,-1.40994131565094,17.0186672210693,-4.97109222412109,4.23478126525879,6.19738674163818,8.5803394317627,-6.3432149887085,-4.41689968109131,-6.94703960418701,-0.357309728860855,-2.52943110466003,2.61716747283936,-7.56765604019165,-0.758376836776733,6.25353288650513,-2.01638627052307,1.22535562515259,4.12192583084106,-11.4447860717773,-1.19221162796021,1.95167791843414,1.84424304962158,2.00095963478088,-3.0438244342804,-9.56203079223633,8.59794616699219,-5.66672325134277,-0.504371047019958
"Pike and San Isabel National Forests",-3.94441366195679,7.97768688201904,16.2631015777588,12.2485704421997,1.12315833568573,-7.5456714630127,4.54158782958984,5.20386266708374,-2.1565580368042,4.45612144470215,3.13274240493774,-1.35000932216644,8.27895641326904,-0.277358591556549,9.16901969909668,-1.40554094314575,5.19459438323975,7.804527759552,5.44471168518066,-4.28670358657837,0.423912107944489,-3.74700689315796,-1.62383949756622,-4.01529598236084,2.93515300750732,-6.91803932189941,1.8683135509491,7.8027868270874,-1.31579661369324,3.24822974205017,0.287223547697067,-12.6040153503418,6.20369577407837,2.15333676338196,-4.12110805511475,-1.09942197799683,-8.23540782928467,-4.49078369140625,6.36508941650391,-0.32487291097641,4.44612121582031
