"","weighted_mean.X1900_si.x_fli_best","weighted_mean.X1901_si.x_fli_best","weighted_mean.X1902_si.x_fli_best","weighted_mean.X1903_si.x_fli_best","weighted_mean.X1904_si.x_fli_best","weighted_mean.X1905_si.x_fli_best","weighted_mean.X1906_si.x_fli_best","weighted_mean.X1907_si.x_fli_best","weighted_mean.X1908_si.x_fli_best","weighted_mean.X1909_si.x_fli_best","weighted_mean.X1910_si.x_fli_best","weighted_mean.X1911_si.x_fli_best","weighted_mean.X1912_si.x_fli_best","weighted_mean.X1913_si.x_fli_best","weighted_mean.X1914_si.x_fli_best","weighted_mean.X1915_si.x_fli_best","weighted_mean.X1916_si.x_fli_best","weighted_mean.X1917_si.x_fli_best","weighted_mean.X1918_si.x_fli_best","weighted_mean.X1919_si.x_fli_best","weighted_mean.X1920_si.x_fli_best","weighted_mean.X1921_si.x_fli_best","weighted_mean.X1922_si.x_fli_best","weighted_mean.X1923_si.x_fli_best","weighted_mean.X1924_si.x_fli_best","weighted_mean.X1925_si.x_fli_best","weighted_mean.X1926_si.x_fli_best","weighted_mean.X1927_si.x_fli_best","weighted_mean.X1928_si.x_fli_best","weighted_mean.X1929_si.x_fli_best","weighted_mean.X1930_si.x_fli_best","weighted_mean.X1931_si.x_fli_best","weighted_mean.X1932_si.x_fli_best","weighted_mean.X1933_si.x_fli_best","weighted_mean.X1934_si.x_fli_best","weighted_mean.X1935_si.x_fli_best","weighted_mean.X1936_si.x_fli_best","weighted_mean.X1937_si.x_fli_best","weighted_mean.X1938_si.x_fli_best","weighted_mean.X1939_si.x_fli_best","weighted_mean.X1940_si.x_fli_best","weighted_mean.X1941_si.x_fli_best","weighted_mean.X1942_si.x_fli_best","weighted_mean.X1943_si.x_fli_best","weighted_mean.X1944_si.x_fli_best","weighted_mean.X1945_si.x_fli_best","weighted_mean.X1946_si.x_fli_best","weighted_mean.X1947_si.x_fli_best","weighted_mean.X1948_si.x_fli_best","weighted_mean.X1949_si.x_fli_best","weighted_mean.X1950_si.x_fli_best","weighted_mean.X1951_si.x_fli_best","weighted_mean.X1952_si.x_fli_best","weighted_mean.X1953_si.x_fli_best","weighted_mean.X1954_si.x_fli_best","weighted_mean.X1955_si.x_fli_best","weighted_mean.X1956_si.x_fli_best","weighted_mean.X1957_si.x_fli_best","weighted_mean.X1958_si.x_fli_best","weighted_mean.X1959_si.x_fli_best","weighted_mean.X1960_si.x_fli_best","weighted_mean.X1961_si.x_fli_best","weighted_mean.X1962_si.x_fli_best","weighted_mean.X1963_si.x_fli_best","weighted_mean.X1964_si.x_fli_best","weighted_mean.X1965_si.x_fli_best","weighted_mean.X1966_si.x_fli_best","weighted_mean.X1967_si.x_fli_best","weighted_mean.X1968_si.x_fli_best","weighted_mean.X1969_si.x_fli_best","weighted_mean.X1970_si.x_fli_best","weighted_mean.X1971_si.x_fli_best","weighted_mean.X1972_si.x_fli_best","weighted_mean.X1973_si.x_fli_best","weighted_mean.X1974_si.x_fli_best","weighted_mean.X1975_si.x_fli_best","weighted_mean.X1976_si.x_fli_best","weighted_mean.X1977_si.x_fli_best","weighted_mean.X1978_si.x_fli_best","weighted_mean.X1979_si.x_fli_best","weighted_mean.X1980_si.x_fli_best","weighted_mean.X1981_si.x_fli_best","weighted_mean.X1982_si.x_fli_best","weighted_mean.X1983_si.x_fli_best","weighted_mean.X1984_si.x_fli_best","weighted_mean.X1985_si.x_fli_best","weighted_mean.X1986_si.x_fli_best","weighted_mean.X1987_si.x_fli_best","weighted_mean.X1988_si.x_fli_best","weighted_mean.X1989_si.x_fli_best","weighted_mean.X1990_si.x_fli_best","weighted_mean.X1991_si.x_fli_best","weighted_mean.X1992_si.x_fli_best","weighted_mean.X1993_si.x_fli_best","weighted_mean.X1994_si.x_fli_best","weighted_mean.X1995_si.x_fli_best","weighted_mean.X1996_si.x_fli_best","weighted_mean.X1997_si.x_fli_best","weighted_mean.X1998_si.x_fli_best","weighted_mean.X1999_si.x_fli_best","weighted_mean.X2000_si.x_fli_best","weighted_mean.X2001_si.x_fli_best","weighted_mean.X2002_si.x_fli_best","weighted_mean.X2003_si.x_fli_best","weighted_mean.X2004_si.x_fli_best","weighted_mean.X2005_si.x_fli_best","weighted_mean.X2006_si.x_fli_best","weighted_mean.X2007_si.x_fli_best","weighted_mean.X2008_si.x_fli_best","weighted_mean.X2009_si.x_fli_best","weighted_mean.X2010_si.x_fli_best","weighted_mean.X2011_si.x_fli_best","weighted_mean.X2012_si.x_fli_best","weighted_mean.X2013_si.x_fli_best","weighted_mean.X2014_si.x_fli_best","weighted_mean.X2015_si.x_fli_best","weighted_mean.X2016_si.x_fli_best","weighted_mean.X2017_si.x_fli_best","weighted_mean.X2018_si.x_fli_best","weighted_mean.X2019_si.x_fli_best","weighted_mean.X2020_si.x_fli_best","weighted_mean.X2021_si.x_fli_best"
"Pike and San Isabel National Forests",105.48218536377,104.002685546875,100.690498352051,109.068984985352,96.28076171875,108.486831665039,100.993293762207,92.1376113891602,98.2078323364258,106.851654052734,92.2292633056641,93.5717086791992,118.775505065918,105.744972229004,102.719444274902,110.517883300781,94.5578842163086,114.533020019531,100.345649719238,109.335693359375,107.954696655273,97.4976425170898,107.096244812012,108.870208740234,113.33797454834,94.1326217651367,101.91259765625,97.4044189453125,101.725685119629,109.551803588867,95.0328903198242,105.149963378906,100.254234313965,107.574188232422,92.9946899414062,98.0207061767578,98.7054748535156,106.255676269531,95.9858703613281,101.841194152832,102.665496826172,109.564781188965,107.654365539551,92.3596420288086,111.586303710938,102.590065002441,93.9026794433594,106.374809265137,106.98087310791,102.510299682617,96.9378433227539,105.782051086426,101.545852661133,97.9066543579102,86.2245101928711,102.976295471191,101.16333770752,106.510887145996,113.600860595703,105.482856750488,103.177711486816,104.746963500977,98.2198333740234,96.7678375244141,111.622817993164,109.28645324707,101.174743652344,94.8793334960938,108.029151916504,103.719009399414,104.800628662109,99.6504745483398,90.6259384155273,110.434532165527,95.8950271606445,108.314971923828,96.8803405761719,100.390975952148,103.15111541748,105.149063110352,108.23046875,94.8194808959961,101.664413452148,109.17024230957,112.087089538574,100.598449707031,86.4525375366211,98.8982162475586,103.379165649414,91.5531692504883,100.497489929199,100.348457336426,95.4006423950195,107.678672790527,97.9063873291016,98.3203659057617,93.2137908935547,98.1293640136719,106.210815429688,95.9438858032227,88.7711791992188,102.926620483398,95.837028503418,99.6998138427734,93.3796157836914,99.7416076660156,91.7610626220703,97.2413482666016,107.293090820312,92.4961166381836,108.508338928223,100.769325256348,89.9415740966797,104.015274047852,103.810684204102,93.8647155761719,93.7960052490234,86.9303436279297,97.3324508666992,103.187950134277,100.655578613281,104.36922454834
"Mendocino National Forest",36.2003936767578,52.21533203125,46.9915428161621,65.0159759521484,54.126708984375,45.4537315368652,38.2959823608398,45.2709274291992,48.939884185791,47.2033157348633,60.1949424743652,64.5640106201172,39.417293548584,55.6468391418457,46.3948020935059,51.9844093322754,57.6711959838867,66.2654647827148,44.3859176635742,53.0970420837402,40.5872650146484,48.8056869506836,68.0824508666992,56.3013534545898,45.6282958984375,43.4128837585449,47.4313583374023,45.9656448364258,41.6130828857422,57.6113700866699,44.0920715332031,44.167652130127,58.6095352172852,64.7005386352539,35.3219337463379,49.0060424804688,43.0603904724121,68.0782089233398,45.1194610595703,52.6451263427734,40.7789039611816,37.4071235656738,43.7895469665527,43.3287467956543,48.9441986083984,42.4741439819336,54.9172058105469,49.5092811584473,49.715389251709,72.0059356689453,56.7490310668945,56.1578369140625,61.7426795959473,35.9195365905762,43.458179473877,62.2181587219238,49.3980712890625,54.3116264343262,38.9203300476074,41.6636428833008,46.6169204711914,36.9246635437012,46.1176719665527,45.3095207214355,48.6347007751465,43.6095008850098,53.695255279541,41.6722984313965,46.8149452209473,62.8092041015625,38.292308807373,44.8465385437012,50.6646919250488,48.0872802734375,51.5009651184082,51.6453742980957,47.3273162841797,46.2646675109863,35.6706352233887,51.8955764770508,39.0608177185059,36.626522064209,51.5279083251953,39.0298805236816,38.7861328125,49.3511657714844,33.8450736999512,42.991268157959,43.969310760498,56.5933837890625,53.7902717590332,39.663444519043,42.0274887084961,50.5342674255371,42.6602554321289,34.6700553894043,37.2333488464355,39.8664970397949,39.6548690795898,49.1749076843262,38.4196281433105,54.0929870605469,46.1034088134766,30.4225044250488,44.1522064208984,41.6418228149414,38.9605445861816,42.1149826049805,51.0760040283203,40.0877494812012,37.8429260253906,40.247127532959,37.8022689819336,46.6907196044922,32.197338104248,30.1227359771729,38.2877349853516,44.5829238891602,33.8058891296387,47.4626312255859,39.115650177002,40.2309188842773
"Stanislaus National Forest",64.7514724731445,74.6999893188477,81.3198394775391,88.805908203125,73.4250869750977,64.2154998779297,63.7663269042969,69.3950347900391,78.2110977172852,71.7707214355469,72.0032501220703,77.2051162719727,74.0012283325195,80.0319061279297,66.35986328125,74.0812454223633,72.6535720825195,90.7900772094727,77.1839828491211,85.3161773681641,75.0178146362305,71.1496047973633,93.9066314697266,76.7241668701172,69.7745971679688,68.6185913085938,68.7163162231445,76.5726013183594,69.2598190307617,81.4348983764648,70.9343185424805,66.1769790649414,77.1441192626953,84.0231018066406,57.9082527160645,80.8064346313477,65.8918075561523,84.2352676391602,81.0070877075195,79.038688659668,64.5671157836914,69.0144882202148,77.1393203735352,65.9961471557617,82.0821990966797,80.5084991455078,76.6409454345703,69.581901550293,77.9198379516602,90.1541900634766,73.6291046142578,73.877815246582,83.5510787963867,65.8195343017578,71.3089294433594,85.838020324707,78.7022552490234,72.4852066040039,71.7873382568359,65.5557632446289,73.8923645019531,67.1393356323242,81.638298034668,69.8328399658203,79.4943237304688,75.4239120483398,75.6370620727539,78.0607681274414,64.8238525390625,84.5345764160156,64.016242980957,72.8324584960938,65.0281677246094,80.5393981933594,75.6156616210938,84.9510955810547,72.8446960449219,74.6231994628906,65.4956741333008,79.7158660888672,68.2514953613281,68.2926177978516,79.8564605712891,76.4670867919922,66.4771728515625,79.7582702636719,54.1577835083008,74.1957244873047,64.4973983764648,72.9640045166016,73.6821136474609,66.0295562744141,65.7460098266602,71.7924575805664,67.2708129882812,60.7003860473633,57.0910034179688,61.4083938598633,74.5205230712891,73.1140747070312,62.7900428771973,75.010856628418,67.045295715332,60.4289970397949,69.4890975952148,68.4220809936523,71.9643783569336,63.3671073913574,73.7133636474609,66.7572479248047,70.2563781738281,68.8899154663086,63.9818954467773,67.5832977294922,50.8236770629883,46.1470260620117,56.7126808166504,69.9623641967773,52.9007530212402,73.2221603393555,65.248291015625,66.2630844116211
"Sierra National Forest",64.9429397583008,73.6747512817383,85.0859222412109,87.3249053955078,72.5510635375977,59.421932220459,61.1061820983887,68.7967147827148,78.824333190918,75.5533218383789,71.5087585449219,76.9483413696289,76.608024597168,81.3469848632812,65.4190444946289,74.0548248291016,69.8405303955078,90.1707992553711,78.8127288818359,86.6236267089844,78.0346069335938,69.3970031738281,92.0113296508789,77.4815063476562,67.1640090942383,70.3078002929688,69.799919128418,78.6566543579102,71.8609161376953,83.4311294555664,71.3128051757812,66.0307693481445,75.3655166625977,82.7456130981445,59.8534278869629,80.99755859375,68.0948791503906,87.4996643066406,85.7058486938477,79.3919830322266,64.8126525878906,71.9560699462891,78.5262832641602,69.8779220581055,80.6539459228516,87.2087707519531,77.0337753295898,71.9931182861328,82.3004455566406,92.0778198242188,71.0929870605469,72.2603073120117,84.3462448120117,69.6245269775391,73.919677734375,82.6130523681641,77.7679748535156,69.4798431396484,79.1941986083984,67.2573318481445,73.0999603271484,72.282585144043,83.9924240112305,66.2549133300781,83.7368698120117,77.6077499389648,76.5069198608398,81.1758041381836,67.200080871582,80.9735946655273,68.3190689086914,74.7148208618164,63.9872360229492,88.0289916992188,75.8946380615234,89.4823837280273,74.2779388427734,77.9560928344727,70.7811889648438,82.4029846191406,71.2769546508789,69.6062240600586,79.7482376098633,74.0422973632812,65.8032531738281,76.7292709350586,55.9295883178711,75.7388381958008,64.2840423583984,72.5128021240234,72.1420211791992,67.1615753173828,68.4030685424805,71.0699615478516,65.6107330322266,61.8132629394531,57.2135238647461,65.0545806884766,75.6966705322266,77.0760345458984,68.4125900268555,73.8741683959961,68.2958984375,61.8866844177246,67.693977355957,66.7212677001953,80.1283416748047,65.7997360229492,72.3673248291016,65.6834106445312,78.133674621582,70.2592620849609,63.4602012634277,66.2908706665039,49.4325790405273,45.6723937988281,58.3639831542969,67.0417785644531,49.0305976867676,73.8446731567383,63.981517791748,71.3796844482422
"San Juan National Forest",112.998115539551,119.272819519043,113.688690185547,120.945915222168,107.845603942871,124.32600402832,116.201530456543,109.753555297852,113.80835723877,124.629440307617,104.52465057373,109.982093811035,130.941009521484,118.03816986084,114.785102844238,116.117233276367,113.447776794434,129.352005004883,116.482963562012,115.608947753906,129.899673461914,111.352600097656,123.006362915039,120.748863220215,123.410552978516,109.049133300781,117.256408691406,114.960609436035,116.260688781738,120.861785888672,110.729263305664,113.328987121582,113.794616699219,126.78173828125,99.9642944335938,121.913772583008,113.017463684082,120.049850463867,120.05428314209,110.257453918457,110.945915222168,124.801078796387,117.057586669922,106.89087677002,128.382720947266,122.073417663574,106.862495422363,115.173347473145,116.610679626465,114.342811584473,111.00040435791,116.398277282715,116.547821044922,121.376678466797,106.417030334473,120.209091186523,114.305229187012,118.979080200195,122.150650024414,114.375526428223,107.880386352539,118.221748352051,112.573463439941,108.403938293457,124.849624633789,121.648445129395,110.257659912109,109.137977600098,124.189460754395,113.827911376953,128.205535888672,110.078468322754,96.5031585693359,127.640190124512,113.164657592773,128.465209960938,116.623199462891,112.504035949707,112.127311706543,118.47151184082,122.713203430176,110.394325256348,119.913963317871,126.752868652344,121.81192779541,112.109954833984,103.885292053223,115.613616943359,113.986610412598,101.00316619873,112.407829284668,124.47721862793,108.112823486328,117.303894042969,112.248008728027,113.51537322998,110.85913848877,113.394020080566,121.591133117676,117.327201843262,108.982543945312,110.776123046875,104.000129699707,115.864784240723,103.140228271484,119.501571655273,108.537658691406,105.04320526123,120.372566223145,114.097862243652,117.558853149414,116.051322937012,102.965286254883,112.843765258789,115.206817626953,100.871231079102,111.118598937988,100.152877807617,108.908081054688,112.649444580078,111.330490112305,112.171173095703
"Boise National Forest",102.149772644043,117.149017333984,119.766571044922,118.93147277832,115.96656036377,107.541351318359,111.470962524414,110.915962219238,110.355079650879,119.310340881348,101.766540527344,116.584747314453,118.643196105957,114.765846252441,106.578369140625,98.6314315795898,108.914863586426,127.213302612305,109.720932006836,112.08715057373,125.427268981934,116.273300170898,124.35807800293,114.564880371094,118.225898742676,105.462364196777,104.19694519043,120.642295837402,118.393135070801,122.41423034668,101.909965515137,111.900398254395,117.974418640137,124.46280670166,92.0659713745117,117.67928314209,111.345588684082,118.650207519531,114.715171813965,104.84595489502,105.384223937988,108.896850585938,110.155586242676,104.271324157715,118.061126708984,117.614349365234,109.111053466797,106.74927520752,122.12572479248,107.820465087891,119.608184814453,109.757186889648,113.053009033203,114.481857299805,112.972106933594,127.513679504395,109.455940246582,117.003700256348,117.855178833008,113.094596862793,107.136940002441,113.008247375488,108.064796447754,109.964401245117,123.926361083984,114.57096862793,105.846656799316,125.819152832031,109.362747192383,108.113052368164,124.976432800293,116.168968200684,108.446884155273,116.892890930176,114.467750549316,129.274368286133,118.794204711914,110.075782775879,104.52758026123,112.818016052246,111.899055480957,109.976348876953,121.08805847168,118.381278991699,121.501914978027,107.811958312988,100.484352111816,105.283248901367,109.635726928711,106.822860717773,99.577507019043,122.268157958984,97.0041961669922,116.320861816406,103.516319274902,114.172409057617,111.352378845215,115.295211791992,114.638122558594,120.17113494873,108.240417480469,115.723846435547,113.630546569824,114.40544128418,98.4110717773438,112.905258178711,115.446434020996,101.66325378418,127.110473632812,117.484535217285,119.283172607422,127.699897766113,111.165679931641,113.367156982422,111.09056854248,94.029541015625,101.290077209473,110.257881164551,112.268753051758,111.868049621582,114.274780273438,112.725303649902
"Beaverhead-Deerlodge National Forest",115.592590332031,124.648880004883,130.794357299805,129.505142211914,124.972984313965,126.280830383301,117.352890014648,130.596069335938,119.037414550781,139.802185058594,107.946800231934,126.155387878418,134.072555541992,125.60823059082,123.213356018066,110.591918945312,120.486770629883,135.438369750977,121.941871643066,119.669776916504,137.305404663086,127.625,134.715042114258,126.590423583984,128.865310668945,118.66478729248,113.659332275391,130.303359985352,124.808517456055,136.793167114258,111.845268249512,120.872520446777,125.330696105957,135.141799926758,107.038345336914,131.201110839844,117.082763671875,126.467948913574,123.682571411133,115.250717163086,121.491600036621,122.759567260742,124.304962158203,110.911849975586,127.200576782227,125.988647460938,114.486549377441,121.033447265625,131.177688598633,114.127342224121,133.892059326172,124.786315917969,118.120666503906,127.22193145752,124.818313598633,132.810638427734,122.470207214355,126.470367431641,127.087074279785,124.728904724121,120.782760620117,130.574478149414,116.486038208008,123.149795532227,134.230026245117,129.087448120117,118.885894775391,138.021408081055,129.498809814453,116.757392883301,133.06266784668,125.804061889648,123.565277099609,130.401245117188,120.417533874512,139.346694946289,126.210693359375,115.859558105469,120.262313842773,128.031478881836,116.680351257324,119.381721496582,127.786682128906,129.860214233398,131.980529785156,117.307159423828,114.368637084961,112.681282043457,117.97681427002,117.037971496582,109.958679199219,133.149963378906,111.093826293945,129.139495849609,112.308303833008,133.179244995117,133.588836669922,127.137382507324,121.809104919434,130.93132019043,115.957633972168,125.592720031738,133.673217773438,126.677665710449,109.344673156738,125.723670959473,122.451637268066,115.999855041504,133.819793701172,129.471725463867,130.563201904297,136.344253540039,116.23462677002,124.407905578613,126.928855895996,108.25804901123,113.813453674316,121.227210998535,124.042137145996,126.367279052734,121.574272155762,126.682579040527
"Medicine Bow-Routt National Forest",115.596237182617,118.090705871582,120.381278991699,119.734046936035,115.837593078613,118.909942626953,115.250617980957,109.403518676758,108.347145080566,127.41625213623,94.5765686035156,113.150230407715,127.010093688965,115.464263916016,116.506217956543,112.8134765625,111.142639160156,131.759643554688,111.677673339844,116.19970703125,130.515350341797,109.377601623535,122.273506164551,121.872413635254,123.548294067383,104.035270690918,113.468727111816,120.141761779785,119.096939086914,125.435813903809,107.456878662109,113.336585998535,113.462287902832,125.792625427246,107.919418334961,122.518348693848,114.070442199707,120.737663269043,113.839660644531,111.507286071777,115.051719665527,120.263549804688,113.802810668945,103.618576049805,125.959266662598,121.588508605957,104.408615112305,118.31436920166,116.191352844238,112.530456542969,118.366905212402,124.294502258301,116.259490966797,120.096946716309,108.824012756348,117.21297454834,115.805976867676,122.704940795898,119.325057983398,117.75691986084,104.910995483398,117.875091552734,111.274147033691,106.778022766113,123.49845123291,117.711738586426,110.859687805176,109.701644897461,119.433334350586,109.505332946777,127.541732788086,114.368919372559,103.923034667969,127.378402709961,112.898551940918,124.746200561523,113.89616394043,111.827575683594,109.085693359375,116.561637878418,118.609214782715,106.87718963623,115.764465332031,123.525581359863,126.104385375977,110.062980651855,101.166442871094,111.665748596191,110.787101745605,107.449363708496,113.645294189453,116.020698547363,102.611480712891,120.307609558105,109.485572814941,109.635223388672,114.429359436035,115.31649017334,116.555709838867,112.539688110352,108.291351318359,116.820381164551,113.103797912598,110.482109069824,101.071182250977,111.016860961914,106.999229431152,100.650596618652,124.891563415527,113.419212341309,118.93278503418,122.928230285645,94.021369934082,120.454399108887,117.087135314941,95.4075012207031,108.07209777832,97.7322387695312,117.484031677246,112.913375854492,117.81014251709,113.789756774902
"Tahoe National Forest",63.6944847106934,77.2431869506836,85.4790191650391,94.2759170532227,82.7288665771484,66.5064163208008,78.3746185302734,76.2670288085938,81.5903549194336,82.2825469970703,79.5817718505859,86.1831741333008,85.5827178955078,89.9832611083984,69.8171615600586,82.2110214233398,75.5718460083008,101.889030456543,82.3601226806641,88.967170715332,77.8839111328125,74.5243377685547,102.779365539551,77.918342590332,70.5978317260742,70.648796081543,69.5619735717773,82.5827331542969,77.2258758544922,87.7106094360352,73.4890518188477,70.3722915649414,79.205192565918,90.5019836425781,59.8778419494629,88.239631652832,74.9517135620117,91.3928070068359,91.2900848388672,82.0851364135742,69.4785842895508,75.153678894043,83.8484344482422,70.530891418457,89.5428161621094,89.2642517089844,87.2787246704102,71.9275360107422,89.4319381713867,92.9768905639648,79.2208709716797,79.9634475708008,93.1767807006836,67.7567825317383,73.651123046875,89.7263946533203,85.5931243896484,73.3991546630859,85.6820526123047,68.8064270019531,77.6551284790039,74.5752105712891,86.2774658203125,68.3989028930664,90.0311279296875,84.5044555664062,81.8469009399414,95.6854019165039,75.4918823242188,93.5509567260742,66.5884399414062,78.0764846801758,68.1716384887695,90.2125473022461,80.2183151245117,94.8964614868164,78.6597366333008,79.6666870117188,66.8286819458008,84.6685256958008,82.439338684082,70.2878036499023,84.6009979248047,85.2049102783203,67.3253784179688,80.0525436401367,51.7071800231934,79.3136138916016,65.6861190795898,78.8992691040039,75.3125305175781,67.8688430786133,69.1371002197266,78.0146102905273,65.6305465698242,60.6050872802734,58.2620048522949,66.7133941650391,84.9008178710938,85.7720565795898,72.5070037841797,75.593147277832,75.7944641113281,58.5810356140137,71.4776992797852,81.7476806640625,82.8723449707031,64.8257904052734,78.4399261474609,70.7393112182617,78.326286315918,73.4659118652344,71.4235763549805,69.6677017211914,47.6170272827148,42.1656723022461,59.7583694458008,71.4251022338867,54.8417549133301,81.1368560791016,61.0899696350098,74.2873001098633
"Inyo National Forest",71.68115234375,83.4996719360352,91.6997299194336,93.5970840454102,78.500358581543,69.9019165039062,74.6995697021484,76.37548828125,86.7706451416016,86.4440231323242,77.8598251342773,85.3123550415039,90.2048721313477,90.9746475219727,73.2959365844727,83.7002410888672,79.9422836303711,99.1329040527344,88.4391708374023,96.2930450439453,90.5390014648438,76.7369537353516,101.731315612793,86.5757217407227,81.7066116333008,80.7679901123047,76.8098602294922,89.3344879150391,81.9040756225586,93.1955413818359,78.0615692138672,77.2703094482422,83.8838958740234,90.5616302490234,67.2236862182617,90.6692657470703,79.1712875366211,94.4647369384766,95.2477111816406,87.5200653076172,77.8609237670898,85.3250732421875,89.0892791748047,77.6648712158203,93.1587982177734,97.0271453857422,87.3430633544922,79.6036758422852,94.0341491699219,97.2307662963867,76.703742980957,81.7625579833984,94.859977722168,79.7350006103516,79.9064788818359,92.5238952636719,87.5463333129883,76.0365447998047,89.7078857421875,75.9233856201172,82.0436019897461,82.339599609375,89.2873001098633,78.3884811401367,95.5315704345703,86.8570861816406,84.2822418212891,91.6510925292969,75.5905990600586,91.4277572631836,77.8017807006836,80.4685211181641,68.1767272949219,98.7550048828125,83.9244995117188,97.114875793457,85.6217956542969,84.8459014892578,79.8900451660156,91.2261199951172,82.1524124145508,81.8663177490234,87.6637496948242,84.2276382446289,76.4006652832031,84.0200958251953,64.5027618408203,84.2366943359375,75.8820495605469,75.9649276733398,78.3056793212891,78.7832870483398,78.1861038208008,79.4958343505859,74.257080078125,69.0434494018555,68.3352432250977,72.3437347412109,88.7409210205078,84.4441757202148,76.554084777832,85.3432998657227,77.9046859741211,71.8002319335938,75.2526016235352,80.9686737060547,89.3355407714844,72.2908706665039,82.6925354003906,77.2986602783203,88.9567489624023,82.3536376953125,77.0585708618164,75.4946975708008,61.4998931884766,54.819896697998,66.3700332641602,75.6618270874023,64.4123077392578,87.1548309326172,79.4529113769531,81.7461471557617
"Sequoia National Forest",48.2839851379395,57.4007568359375,60.3798713684082,68.201416015625,52.1420516967773,41.5918502807617,44.4431037902832,50.3761711120605,56.9496726989746,55.3138961791992,59.1927719116211,55.2467575073242,54.7822341918945,62.5813598632812,48.1843528747559,53.4783821105957,56.4283294677734,71.6399841308594,57.5114936828613,64.7963180541992,58.313777923584,55.9268417358398,74.0916213989258,61.3409004211426,49.9467811584473,54.4786262512207,52.2097969055176,56.7572593688965,53.3577537536621,66.0444488525391,52.5473670959473,46.9769554138184,64.2495269775391,69.8529968261719,45.5304794311523,60.2912445068359,51.5611038208008,72.7100067138672,59.3473205566406,63.556568145752,51.7862396240234,51.9157562255859,58.4647979736328,53.6120491027832,61.9935035705566,63.8353271484375,62.0539321899414,58.5281791687012,63.3766708374023,79.599967956543,59.7509651184082,56.7687873840332,66.712516784668,50.1628341674805,52.4097938537598,69.1994018554688,58.1777534484863,54.9529800415039,54.208553314209,52.7216682434082,59.8514289855957,54.616870880127,62.219554901123,50.0701904296875,66.6211013793945,56.5615577697754,64.3869934082031,55.9374732971191,54.7522621154785,58.4014778137207,51.6425704956055,57.6788024902344,55.8171844482422,66.836540222168,58.0284423828125,61.9382972717285,55.1655693054199,58.6702308654785,50.8933334350586,64.1879425048828,48.8623962402344,49.1750335693359,59.3329124450684,52.9992599487305,48.5115432739258,59.0910148620605,41.1851806640625,57.3152732849121,51.6570053100586,60.2917633056641,55.2619934082031,49.4601516723633,53.1857452392578,54.2358093261719,50.0475387573242,44.4733924865723,48.3744049072266,50.1001510620117,54.517520904541,55.0033912658691,48.9266242980957,58.808219909668,55.9330596923828,45.3995475769043,53.5112953186035,50.4815788269043,55.3828926086426,52.0417366027832,56.6252098083496,47.3509941101074,57.0052375793457,55.9617576599121,49.8110694885254,53.2844734191895,37.3984031677246,37.9154586791992,47.0231399536133,50.8327789306641,38.9904632568359,55.7714195251465,44.804515838623,51.6766700744629
"Klamath National Forest",76.6449203491211,85.6341018676758,86.6413345336914,96.2250900268555,97.9708862304688,69.019905090332,82.8908996582031,80.4483947753906,87.9843139648438,85.7908172607422,81.158447265625,88.6681289672852,80.4011993408203,98.1723175048828,74.5756683349609,83.9720306396484,77.8192672729492,109.478057861328,88.7983551025391,94.3755416870117,95.2504577636719,80.3709030151367,109.111892700195,86.2192687988281,80.927131652832,76.6266708374023,71.7021179199219,93.2279281616211,78.7084503173828,94.6659469604492,77.0584487915039,78.4399642944336,84.30712890625,96.0101470947266,59.5124053955078,93.0336532592773,78.3374176025391,97.2900543212891,95.5933151245117,85.9535369873047,69.5562286376953,69.461051940918,85.5190658569336,76.3320617675781,92.1093368530273,92.5308532714844,89.6774368286133,74.6380004882812,105.087020874023,90.5643615722656,90.0726013183594,86.5141906738281,94.9567031860352,78.0285873413086,80.9051818847656,101.299514770508,91.2858276367188,78.8428649902344,77.9779968261719,75.5536956787109,80.5718307495117,76.4720001220703,89.7933807373047,72.5157089233398,98.0775680541992,78.3897857666016,88.3253555297852,100.575981140137,72.2884216308594,94.2793273925781,68.4744338989258,90.5726699829102,71.8027954101562,86.8131332397461,89.3745193481445,102.536743164062,93.8980026245117,87.121223449707,65.0425720214844,82.6237869262695,80.6823196411133,71.6808319091797,95.3291320800781,82.2547073364258,74.5472183227539,86.3231811523438,59.7508201599121,83.3924713134766,72.4424819946289,87.7896499633789,81.6001739501953,74.1217727661133,69.0479125976562,81.4896087646484,75.0977554321289,64.5332794189453,63.9645690917969,77.00341796875,88.0200729370117,98.8241806030273,81.7313079833984,78.9783477783203,77.8620300292969,63.1314888000488,74.1068649291992,66.7159423828125,96.949821472168,74.0770645141602,91.7743606567383,78.9284744262695,76.9658813476562,84.5115203857422,91.9207000732422,80.052604675293,57.3684539794922,43.1052474975586,65.7252578735352,80.950309753418,65.0219573974609,88.7850570678711,79.0801849365234,88.6232070922852
