"","weighted_mean.X1900_si.x_fli_best","weighted_mean.X1901_si.x_fli_best","weighted_mean.X1902_si.x_fli_best","weighted_mean.X1903_si.x_fli_best","weighted_mean.X1904_si.x_fli_best","weighted_mean.X1905_si.x_fli_best","weighted_mean.X1906_si.x_fli_best","weighted_mean.X1907_si.x_fli_best","weighted_mean.X1908_si.x_fli_best","weighted_mean.X1909_si.x_fli_best","weighted_mean.X1910_si.x_fli_best","weighted_mean.X1911_si.x_fli_best","weighted_mean.X1912_si.x_fli_best","weighted_mean.X1913_si.x_fli_best","weighted_mean.X1914_si.x_fli_best","weighted_mean.X1915_si.x_fli_best","weighted_mean.X1916_si.x_fli_best","weighted_mean.X1917_si.x_fli_best","weighted_mean.X1918_si.x_fli_best","weighted_mean.X1919_si.x_fli_best","weighted_mean.X1920_si.x_fli_best","weighted_mean.X1921_si.x_fli_best","weighted_mean.X1922_si.x_fli_best","weighted_mean.X1923_si.x_fli_best","weighted_mean.X1924_si.x_fli_best","weighted_mean.X1925_si.x_fli_best","weighted_mean.X1926_si.x_fli_best","weighted_mean.X1927_si.x_fli_best","weighted_mean.X1928_si.x_fli_best","weighted_mean.X1929_si.x_fli_best","weighted_mean.X1930_si.x_fli_best","weighted_mean.X1931_si.x_fli_best","weighted_mean.X1932_si.x_fli_best","weighted_mean.X1933_si.x_fli_best","weighted_mean.X1934_si.x_fli_best","weighted_mean.X1935_si.x_fli_best","weighted_mean.X1936_si.x_fli_best","weighted_mean.X1937_si.x_fli_best","weighted_mean.X1938_si.x_fli_best","weighted_mean.X1939_si.x_fli_best","weighted_mean.X1940_si.x_fli_best","weighted_mean.X1941_si.x_fli_best","weighted_mean.X1942_si.x_fli_best","weighted_mean.X1943_si.x_fli_best","weighted_mean.X1944_si.x_fli_best","weighted_mean.X1945_si.x_fli_best","weighted_mean.X1946_si.x_fli_best","weighted_mean.X1947_si.x_fli_best","weighted_mean.X1948_si.x_fli_best","weighted_mean.X1949_si.x_fli_best","weighted_mean.X1950_si.x_fli_best","weighted_mean.X1951_si.x_fli_best","weighted_mean.X1952_si.x_fli_best","weighted_mean.X1953_si.x_fli_best","weighted_mean.X1954_si.x_fli_best","weighted_mean.X1955_si.x_fli_best","weighted_mean.X1956_si.x_fli_best","weighted_mean.X1957_si.x_fli_best","weighted_mean.X1958_si.x_fli_best","weighted_mean.X1959_si.x_fli_best","weighted_mean.X1960_si.x_fli_best","weighted_mean.X1961_si.x_fli_best","weighted_mean.X1962_si.x_fli_best","weighted_mean.X1963_si.x_fli_best","weighted_mean.X1964_si.x_fli_best","weighted_mean.X1965_si.x_fli_best","weighted_mean.X1966_si.x_fli_best","weighted_mean.X1967_si.x_fli_best","weighted_mean.X1968_si.x_fli_best","weighted_mean.X1969_si.x_fli_best","weighted_mean.X1970_si.x_fli_best","weighted_mean.X1971_si.x_fli_best","weighted_mean.X1972_si.x_fli_best","weighted_mean.X1973_si.x_fli_best","weighted_mean.X1974_si.x_fli_best","weighted_mean.X1975_si.x_fli_best","weighted_mean.X1976_si.x_fli_best","weighted_mean.X1977_si.x_fli_best","weighted_mean.X1978_si.x_fli_best","weighted_mean.X1979_si.x_fli_best","weighted_mean.X1980_si.x_fli_best","weighted_mean.X1981_si.x_fli_best","weighted_mean.X1982_si.x_fli_best","weighted_mean.X1983_si.x_fli_best","weighted_mean.X1984_si.x_fli_best","weighted_mean.X1985_si.x_fli_best","weighted_mean.X1986_si.x_fli_best","weighted_mean.X1987_si.x_fli_best","weighted_mean.X1988_si.x_fli_best","weighted_mean.X1989_si.x_fli_best","weighted_mean.X1990_si.x_fli_best","weighted_mean.X1991_si.x_fli_best","weighted_mean.X1992_si.x_fli_best","weighted_mean.X1993_si.x_fli_best","weighted_mean.X1994_si.x_fli_best","weighted_mean.X1995_si.x_fli_best","weighted_mean.X1996_si.x_fli_best","weighted_mean.X1997_si.x_fli_best","weighted_mean.X1998_si.x_fli_best","weighted_mean.X1999_si.x_fli_best","weighted_mean.X2000_si.x_fli_best","weighted_mean.X2001_si.x_fli_best","weighted_mean.X2002_si.x_fli_best","weighted_mean.X2003_si.x_fli_best","weighted_mean.X2004_si.x_fli_best","weighted_mean.X2005_si.x_fli_best","weighted_mean.X2006_si.x_fli_best","weighted_mean.X2007_si.x_fli_best","weighted_mean.X2008_si.x_fli_best","weighted_mean.X2009_si.x_fli_best","weighted_mean.X2010_si.x_fli_best","weighted_mean.X2011_si.x_fli_best","weighted_mean.X2012_si.x_fli_best","weighted_mean.X2013_si.x_fli_best","weighted_mean.X2014_si.x_fli_best","weighted_mean.X2015_si.x_fli_best","weighted_mean.X2016_si.x_fli_best","weighted_mean.X2017_si.x_fli_best","weighted_mean.X2018_si.x_fli_best","weighted_mean.X2019_si.x_fli_best","weighted_mean.X2020_si.x_fli_best","weighted_mean.X2021_si.x_fli_best"
"Ashley National Forest",109.79150390625,117.32820892334,117.367950439453,115.778671264648,113.353813171387,110.557075500488,111.492950439453,104.746765136719,107.629676818848,123.196197509766,97.6878356933594,112.025871276855,128.612716674805,113.569732666016,112.31812286377,104.57926940918,110.579261779785,127.119773864746,113.304214477539,112.436233520508,128.090942382812,112.599967956543,122.066757202148,120.253448486328,118.715049743652,105.18041229248,107.95002746582,117.36247253418,117.09432220459,123.639739990234,105.18293762207,110.488433837891,114.088996887207,123.812110900879,95.6331481933594,118.95011138916,111.576362609863,118.714042663574,114.177268981934,104.689125061035,106.473724365234,118.650215148926,110.749778747559,104.244483947754,125.21369934082,120.435325622559,106.262939453125,113.027793884277,119.023162841797,109.093635559082,115.02579498291,113.794219970703,116.875762939453,116.76976776123,107.557273864746,119.506477355957,109.60530090332,116.392921447754,118.853736877441,113.155448913574,102.946708679199,114.890090942383,109.765434265137,108.618270874023,121.389457702637,116.067100524902,106.969650268555,115.428062438965,120.702156066895,111.78825378418,125.969940185547,111.254081726074,95.2936935424805,124.838584899902,113.625,127.286041259766,114.801643371582,110.891067504883,104.225967407227,116.006072998047,117.484436035156,109.387969970703,119.311126708984,124.831008911133,126.210586547852,107.53311920166,97.9316635131836,110.480819702148,110.291412353516,102.615432739258,101.477294921875,123.572319030762,102.577911376953,116.933563232422,105.09300994873,112.215843200684,111.141479492188,115.438621520996,116.815330505371,117.671684265137,107.571060180664,110.013290405273,105.94361114502,111.788063049316,95.5146636962891,113.347320556641,110.302238464355,99.0318984985352,125.460639953613,113.377555847168,117.171569824219,124.871719360352,99.0566177368164,115.62606048584,113.734260559082,94.9235382080078,108.965034484863,101.223510742188,109.769813537598,115.132926940918,114.105880737305,115.762680053711
"Fishlake National Forest",90.0226364135742,106.574630737305,104.613479614258,106.541976928711,93.4645385742188,95.5426025390625,102.062461853027,88.5910186767578,99.2143478393555,107.578544616699,83.0423431396484,93.2978744506836,115.552383422852,107.390548706055,95.0180587768555,98.3449020385742,95.2987289428711,111.756782531738,99.6034545898438,103.085487365723,115.708999633789,91.7699661254883,113.979804992676,107.685340881348,110.034561157227,96.2239761352539,98.0718765258789,103.414855957031,102.362373352051,105.160774230957,97.3982620239258,98.3703765869141,100.672546386719,106.478019714355,81.374885559082,102.629943847656,102.335304260254,107.078544616699,105.907302856445,95.3555374145508,91.9631118774414,110.784683227539,103.509902954102,95.4627075195312,115.98698425293,112.580474853516,97.9383773803711,96.3696594238281,107.478523254395,104.899627685547,95.2777481079102,99.5387878417969,108.710350036621,100.197616577148,97.5778045654297,109.514419555664,97.9039077758789,96.8372039794922,106.607452392578,99.6220092773438,94.5078582763672,101.482666015625,101.406745910645,95.083366394043,112.088966369629,109.20972442627,92.5688323974609,92.2985992431641,101.467437744141,103.69841003418,111.050773620605,95.8551483154297,75.6609344482422,116.599029541016,97.9361419677734,116.620300292969,102.235824584961,103.817962646484,93.6624450683594,108.458641052246,108.628639221191,100.238220214844,104.842292785645,109.811592102051,109.240028381348,99.1523208618164,79.0533752441406,102.484428405762,99.5600891113281,85.3707275390625,92.3840866088867,109.364097595215,92.5365447998047,99.547966003418,90.8789825439453,83.5366744995117,89.0139007568359,94.8788223266602,106.207092285156,95.529426574707,94.2451400756836,98.2217559814453,95.3740158081055,95.6373443603516,83.4414596557617,103.67000579834,100.28205871582,84.7261734008789,106.433975219727,101.09188079834,106.106918334961,100.205955505371,90.9629516601562,95.4887161254883,93.7352752685547,79.0500411987305,88.1532669067383,79.9461898803711,92.841796875,100.811645507812,101.197082519531,98.2010192871094
"Ozark-St. Francis National Forest",53.3230590820312,56.9045104980469,69.374870300293,63.9155654907227,58.1538391113281,67.2388000488281,58.7062606811523,36.0753517150879,52.86572265625,47.0741348266602,58.9580421447754,34.3776817321777,80.8899688720703,56.8215751647949,52.0117454528809,62.8855056762695,49.2606582641602,51.7581481933594,59.7225570678711,53.9454002380371,59.3736839294434,41.0692825317383,52.7045936584473,37.1699371337891,70.8000411987305,50.4904327392578,47.2900543212891,41.8313941955566,44.2578048706055,70.930290222168,50.6528244018555,50.0683479309082,39.4719429016113,43.2634162902832,50.0405464172363,47.4745826721191,60.8062782287598,57.4231300354004,39.990909576416,49.3516311645508,70.9458541870117,55.2199592590332,55.0760040283203,42.511661529541,51.2527389526367,57.6082382202148,51.8886528015137,71.1949615478516,69.9695434570312,50.361457824707,35.2499465942383,49.9416961669922,38.5068626403809,42.0054206848145,42.1483383178711,58.1094131469727,54.4372406005859,45.8469924926758,72.20458984375,54.905647277832,77.7708969116211,50.75341796875,48.7591094970703,64.4228897094727,60.4643211364746,50.4164276123047,59.0146675109863,54.258129119873,65.4486083984375,57.9521446228027,59.6065559387207,56.2397346496582,52.1428375244141,58.0197105407715,44.7223091125488,51.8622589111328,46.156421661377,64.8464050292969,79.4429931640625,71.5971603393555,60.1660079956055,55.7206153869629,57.0246315002441,54.7167472839355,50.0686798095703,66.3130416870117,41.3699989318848,51.7158088684082,59.8386764526367,51.6273193359375,36.7497291564941,53.1311187744141,43.6416969299316,58.5610504150391,56.8163566589355,53.414794921875,52.4940605163574,52.011547088623,47.6882591247559,38.9834213256836,46.7205696105957,58.5516738891602,50.4421005249023,62.5851516723633,58.0129432678223,44.9494400024414,30.9057025909424,59.5039710998535,59.7869834899902,50.700813293457,68.7841949462891,53.6858024597168,40.9254951477051,53.0972900390625,66.1513061523438,66.3814163208008,50.9580421447754,37.8103141784668,51.7156105041504,54.9542350769043,43.1789398193359,59.1834411621094
"Hiawatha National Forest",115.741264343262,118.288879394531,118.240264892578,124.256805419922,125.234748840332,125.657363891602,116.192260742188,142.048919677734,124.969459533691,134.768661499023,98.3704605102539,118.678985595703,124.889617919922,118.775093078613,123.62281036377,113.241912841797,123.135261535645,134.621826171875,118.551490783691,125.160934448242,128.882263183594,110.867340087891,121.666297912598,121.309509277344,129.631378173828,114.582481384277,127.10481262207,119.337089538574,126.281585693359,124.847549438477,121.86686706543,116.87077331543,126.830955505371,126.689651489258,124.488838195801,125.889663696289,128.293884277344,121.600517272949,109.89892578125,123.008094787598,128.464126586914,110.726921081543,113.196388244629,125.131294250488,122.626686096191,96.6855163574219,102.928726196289,134.052322387695,116.257476806641,118.144668579102,133.374877929688,120.368019104004,116.25838470459,125.676818847656,117.548393249512,111.236022949219,132.271545410156,116.100448608398,115.699073791504,123.111137390137,120.310569763184,123.802642822266,121.595375061035,116.29125213623,117.528076171875,126.015571594238,129.216842651367,121.398880004883,108.463455200195,118.415161132812,118.975654602051,123.454704284668,128.750854492188,112.232864379883,118.116416931152,124.481536865234,114.502716064453,107.935371398926,129.114212036133,122.958404541016,119.455909729004,110.964881896973,121.208938598633,127.441513061523,115.88941192627,114.102119445801,112.647758483887,106.087287902832,121.743209838867,124.991607666016,115.532829284668,115.192390441895,126.182273864746,123.918212890625,120.986267089844,125.058929443359,134.378494262695,123.13516998291,108.666694641113,112.169410705566,112.927131652832,116.426170349121,119.085594177246,118.569877624512,123.815078735352,106.742515563965,109.602409362793,113.141876220703,114.210494995117,121.784515380859,98.6447525024414,124.267913818359,92.5958786010742,125.523208618164,127.108306884766,121.591423034668,119.094352722168,113.347496032715,125.482429504395,126.639938354492,132.933578491211,110.826232910156
"Chequamegon-Nicolet National Forest",112.741050720215,116.845306396484,113.949752807617,116.229568481445,123.730865478516,115.936508178711,112.970886230469,135.358627319336,111.434478759766,132.043090820312,90.4445190429688,114.694976806641,115.712524414062,112.685813903809,118.070594787598,108.974960327148,118.368919372559,128.730972290039,114.737800598145,116.686157226562,121.835746765137,106.389808654785,119.566268920898,117.688453674316,124.599342346191,105.818862915039,119.811676025391,112.012901306152,123.542297363281,113.616302490234,111.172088623047,107.126815795898,119.085952758789,121.19327545166,121.489898681641,116.749710083008,124.594879150391,120.930572509766,105.986175537109,118.235298156738,123.941253662109,105.127883911133,111.312850952148,118.878639221191,120.49063873291,95.6775436401367,96.1551666259766,127.103157043457,111.807258605957,115.605895996094,130.847396850586,120.71085357666,114.437591552734,123.654907226562,111.940055847168,106.660301208496,126.702285766602,114.729362487793,108.689880371094,116.771354675293,112.291465759277,122.720138549805,117.099975585938,104.076965332031,114.857948303223,121.991172790527,121.46703338623,113.88720703125,102.895927429199,111.399658203125,118.013236999512,113.041748046875,122.892189025879,110.39673614502,116.246017456055,122.052238464355,106.856727600098,104.314414978027,121.41633605957,119.853538513184,113.559700012207,104.986915588379,117.770957946777,121.720794677734,113.207496643066,110.521072387695,105.5205078125,102.224235534668,115.247932434082,115.570449829102,113.228744506836,106.789825439453,120.924713134766,119.712127685547,113.178230285645,121.508460998535,124.407775878906,117.755195617676,103.736183166504,107.364891052246,111.380889892578,114.786613464355,108.864105224609,108.83154296875,113.633865356445,102.009101867676,104.957015991211,106.669784545898,114.421363830566,115.312019348145,94.7527236938477,122.242553710938,81.2736053466797,125.883644104004,123.508239746094,108.185585021973,110.173645019531,104.482666015625,122.781684875488,118.071441650391,122.237396240234,103.836639404297
"Wayne National Forest",92.3330307006836,83.9543075561523,84.6369857788086,70.6196060180664,83.8519592285156,84.1028289794922,92.9088439941406,75.7771606445312,81.7948379516602,75.9613647460938,82.8268203735352,77.3178634643555,95.7151718139648,72.5530090332031,89.8030471801758,99.9037322998047,82.3271713256836,81.3892822265625,72.8441314697266,77.4079513549805,87.3270416259766,67.2546463012695,79.7148742675781,89.5228500366211,96.9008712768555,76.368408203125,93.6454391479492,69.7129440307617,82.7603607177734,79.9101943969727,57.9128646850586,97.2604370117188,51.4630699157715,71.3807907104492,85.7342147827148,72.0927124023438,84.6814956665039,76.0895462036133,72.6513366699219,70.6372604370117,93.5072021484375,96.6509323120117,78.7688674926758,76.3154602050781,80.6787567138672,75.7574234008789,69.4607086181641,91.9993591308594,77.8334808349609,61.0128173828125,53.3056182861328,66.1106643676758,79.078727722168,74.5615844726562,77.225212097168,67.8379821777344,77.2379150390625,80.7653961181641,94.7043685913086,84.2187728881836,92.8773574829102,67.7542419433594,86.3234786987305,84.1309509277344,87.4622421264648,87.9282073974609,76.5576019287109,76.5327529907227,83.603630065918,91.6869049072266,95.3787078857422,88.1058502197266,78.9192581176758,66.5586776733398,63.7268981933594,80.803466796875,62.0164070129395,78.3305892944336,91.7528457641602,81.6728363037109,87.9507827758789,88.8537139892578,82.7931213378906,69.0732421875,85.7006225585938,80.047248840332,75.5855026245117,84.7681198120117,85.7758178710938,80.1494445800781,58.5766792297363,80.3198623657227,66.7024765014648,88.1747436523438,86.6760101318359,76.6340789794922,86.30517578125,70.1161346435547,68.1907348632812,81.8477401733398,64.69580078125,88.6226196289062,72.4597549438477,82.0758972167969,79.4731063842773,82.8410491943359,68.7208633422852,77.0188446044922,83.7677688598633,73.5263671875,82.8131942749023,77.4867172241211,69.1739273071289,96.6188125610352,88.335205078125,90.0413284301758,72.2168807983398,52.4704780578613,63.8861503601074,76.653076171875,70.1565093994141,79.1775131225586
"Hoosier National Forest",83.5144653320312,81.1160583496094,80.595832824707,70.4436111450195,82.4930953979492,79.305793762207,90.4695510864258,70.3063354492188,77.2910614013672,66.9818344116211,76.578254699707,65.9458312988281,95.3212966918945,73.4675445556641,88.4264907836914,97.2426223754883,75.1133270263672,74.6804656982422,69.6618423461914,76.8762512207031,85.9015960693359,56.6818504333496,75.5325393676758,83.1374206542969,92.0747146606445,71.8290710449219,86.0685272216797,68.8867797851562,81.5337677001953,76.6630783081055,58.8569068908691,83.4401016235352,53.9780883789062,64.6532897949219,80.2438659667969,67.7756652832031,76.4727783203125,78.3209838867188,63.8506355285645,70.1076049804688,91.6226043701172,90.7235260009766,75.9843902587891,70.9660339355469,71.0027313232422,74.547607421875,66.1415939331055,90.7448348999023,75.5657424926758,63.4732894897461,64.8172378540039,65.0627975463867,73.7487640380859,68.9460983276367,66.2461242675781,65.8459167480469,70.1946182250977,76.1050109863281,93.4735336303711,79.6693954467773,92.8055953979492,67.1111831665039,82.4741973876953,79.3584289550781,79.1070175170898,79.0724105834961,74.2957916259766,74.3789978027344,82.8595352172852,89.8957214355469,89.7931900024414,83.725227355957,73.8588790893555,66.2704620361328,62.3010177612305,80.7558364868164,60.5110206604004,74.2923202514648,92.1736755371094,81.7715454101562,87.4061813354492,81.9950332641602,78.0671615600586,66.5936431884766,85.3859710693359,77.0129241943359,72.4459915161133,73.8771667480469,80.6245803833008,75.3653564453125,49.6533355712891,77.9391479492188,62.599292755127,87.1970367431641,80.6219711303711,71.5947189331055,75.6229019165039,66.1602172851562,61.7206001281738,63.584545135498,59.4202842712402,82.7518997192383,68.0699844360352,79.6941528320312,69.1665496826172,76.3226089477539,60.424201965332,73.1301116943359,79.7446823120117,72.2346801757812,79.8412017822266,72.2315826416016,64.2980728149414,87.07177734375,86.6901016235352,82.7042694091797,69.6830749511719,48.2065811157227,58.1483306884766,73.5918197631836,67.4738235473633,72.9307022094727
"Huron-Manistee National Forest",113.035697937012,114.924781799316,108.801483154297,109.223388671875,120.86344909668,112.533111572266,109.597465515137,123.898696899414,113.266120910645,126.190216064453,90.3861465454102,115.837379455566,114.90746307373,111.099426269531,114.037239074707,110.664688110352,114.720306396484,119.380035400391,113.146148681641,112.033020019531,113.303726196289,97.3437576293945,113.766609191895,118.29891204834,118.109367370605,107.023971557617,122.71053314209,107.490234375,119.121620178223,101.798797607422,108.336006164551,108.29670715332,117.288345336914,114.733238220215,120.175003051758,115.489295959473,118.916938781738,118.53084564209,100.72339630127,116.216552734375,121.046821594238,105.000923156738,108.841423034668,118.45841217041,118.358322143555,87.2766723632812,89.5265884399414,119.82772064209,106.870887756348,108.819900512695,123.674865722656,115.90599822998,112.093658447266,115.642913818359,107.811004638672,103.239219665527,120.642951965332,113.269493103027,107.908790588379,114.114990234375,110.686828613281,117.263000488281,115.756675720215,100.803733825684,109.181945800781,119.507499694824,112.676254272461,101.576934814453,100.308517456055,109.470886230469,115.912544250488,115.522346496582,120.295463562012,101.462036132812,109.435707092285,118.809478759766,104.260971069336,102.900970458984,120.175445556641,111.665565490723,114.351089477539,97.9893569946289,116.120780944824,115.000022888184,111.325782775879,109.301322937012,102.532600402832,102.341819763184,108.71240234375,114.240875244141,111.484512329102,100.511535644531,116.65470123291,116.21223449707,110.326988220215,113.728553771973,120.246116638184,115.362907409668,98.9085311889648,103.601341247559,93.1632308959961,109.305473327637,107.260566711426,105.675277709961,106.8232421875,102.930641174316,104.395072937012,99.0311508178711,110.10066986084,111.710556030273,94.0008544921875,110.74503326416,80.7034606933594,118.963386535645,117.143409729004,108.880867004395,108.106636047363,101.546379089355,121.215240478516,112.837409973145,109.142555236816,96.3039321899414
"Chippewa National Forest",111.072998046875,116.706764221191,118.505874633789,115.814956665039,123.834342956543,117.623474121094,112.934226989746,142.09309387207,111.03678894043,133.996551513672,93.3467407226562,114.643432617188,114.296997070312,111.611053466797,121.091835021973,107.654350280762,121.330848693848,130.40690612793,106.378776550293,120.239700317383,124.046318054199,113.213172912598,119.414901733398,118.550231933594,126.304206848145,102.002433776855,112.453811645508,118.174858093262,123.598541259766,114.59204864502,113.727142333984,105.579864501953,114.328559875488,119.167938232422,121.387619018555,122.45824432373,126.727317810059,122.570259094238,105.430999755859,118.376884460449,123.060882568359,107.819297790527,110.946754455566,119.243087768555,118.993942260742,113.743339538574,103.70751953125,126.836456298828,115.376739501953,117.193145751953,137.058181762695,122.327545166016,112.983016967773,124.924896240234,123.544166564941,107.936996459961,132.156066894531,116.384902954102,105.67073059082,119.208160400391,117.976860046387,125.297622680664,117.315017700195,105.019348144531,115.861709594727,121.456153869629,131.330047607422,121.257621765137,106.067405700684,110.867782592773,122.767265319824,112.056793212891,121.714637756348,110.554252624512,116.547760009766,125.036254882812,106.220565795898,104.971214294434,118.658187866211,126.399856567383,112.606178283691,108.338455200195,116.782592773438,121.062507629395,111.201354980469,110.693473815918,107.656379699707,101.30094909668,116.268310546875,120.441368103027,113.679496765137,108.792404174805,122.880638122559,116.717666625977,113.683654785156,122.223335266113,129.012161254883,119.825965881348,109.445640563965,112.593742370605,115.075965881348,119.597434997559,121.194641113281,105.875862121582,116.170776367188,101.083961486816,105.593002319336,111.65747833252,123.698928833008,115.439407348633,100.344512939453,121.541923522949,84.7220458984375,127.980346679688,124.209251403809,106.676216125488,109.817092895508,103.416801452637,120.519477844238,117.342224121094,121.346809387207,110.598983764648
"White Mountain National Forest",121.090408325195,116.432357788086,111.717948913574,111.438690185547,122.546440124512,119.364875793457,119.776809692383,124.522369384766,123.157356262207,123.43416595459,102.251853942871,120.624046325684,119.130821228027,112.005569458008,124.105224609375,113.091453552246,116.564964294434,130.440963745117,117.416198730469,114.635551452637,123.058349609375,104.796478271484,115.212074279785,119.935592651367,123.241287231445,113.538475036621,126.068992614746,112.796264648438,122.359237670898,117.620750427246,119.641174316406,112.462432861328,120.758735656738,119.68586730957,114.962074279785,121.447311401367,115.908073425293,120.092071533203,109.908630371094,125.890808105469,125.472023010254,108.957504272461,116.140174865723,128.119201660156,123.577346801758,96.3396072387695,106.68879699707,123.150482177734,112.392471313477,110.152908325195,121.195724487305,115.524795532227,116.803100585938,107.981033325195,114.59107208252,112.276260375977,128.446640014648,115.400283813477,115.243385314941,116.066078186035,117.331512451172,124.393394470215,115.020469665527,117.544036865234,117.696350097656,121.847099304199,124.336975097656,125.298828125,105.25146484375,117.396759033203,118.735359191895,122.981552124023,127.754508972168,111.671752929688,113.86946105957,123.168792724609,109.79810333252,106.843894958496,124.999557495117,115.177795410156,115.487617492676,100.217636108398,117.942344665527,117.401405334473,116.456581115723,115.250869750977,109.217155456543,104.591674804688,116.173294067383,121.347267150879,114.768547058105,108.288726806641,121.754928588867,110.412559509277,116.235649108887,117.176391601562,119.302627563477,120.609512329102,106.032180786133,112.663414001465,109.285469055176,118.131477355957,107.021865844727,115.033866882324,114.962745666504,112.129913330078,107.485702514648,118.544387817383,113.265830993652,113.557319641113,98.9084548950195,117.604286193848,95.7250518798828,116.15185546875,117.574417114258,119.078437805176,113.090591430664,109.446266174316,120.07258605957,116.208633422852,118.078033447266,102.863380432129
"Monongahela National Forest",99.7265548706055,87.0524978637695,86.9366149902344,71.4408187866211,86.9777526855469,85.6958312988281,94.2485198974609,77.9640121459961,84.6526794433594,80.5602188110352,83.3750381469727,84.1518630981445,93.6609420776367,73.0004272460938,93.8314590454102,100.86735534668,83.7232894897461,84.8306198120117,74.2609252929688,83.3473968505859,89.0144424438477,68.6101226806641,83.3644638061523,90.4164505004883,100.157707214355,77.3059463500977,95.5568389892578,71.3149185180664,85.3554077148438,81.7298126220703,66.1989364624023,100.943695068359,60.8748359680176,81.5076599121094,90.7083282470703,76.8683090209961,84.4097137451172,83.274169921875,75.8928375244141,72.7318267822266,95.8077163696289,100.358833312988,86.3148727416992,78.4840316772461,87.3626861572266,76.5100250244141,73.690788269043,95.4255218505859,80.3962097167969,65.4022216796875,68.9951782226562,71.2407684326172,80.281494140625,78.8828735351562,80.5791473388672,72.8160781860352,84.7708435058594,83.3961791992188,101.925407409668,85.4292526245117,95.8188705444336,73.895378112793,88.3528213500977,86.2223739624023,90.8456420898438,90.5876083374023,78.1820220947266,77.1645660400391,85.9170989990234,94.8719863891602,98.6788864135742,92.7217483520508,79.4034729003906,70.7205581665039,63.6803894042969,84.3455429077148,62.5277214050293,78.4360427856445,92.6043243408203,84.03662109375,90.4411392211914,90.4204711914062,88.0339965820312,86.4293212890625,88.340576171875,82.4003601074219,80.0732955932617,88.222785949707,87.8708648681641,82.0548858642578,57.4790306091309,81.0082778930664,74.8199462890625,92.1559600830078,87.4256744384766,79.638053894043,90.720458984375,75.0357360839844,80.5150146484375,84.3426284790039,68.7369918823242,93.4256744384766,74.2510452270508,83.5882797241211,81.7263946533203,84.5055770874023,72.4680328369141,78.1561965942383,81.6072998046875,78.9829177856445,86.6234436035156,78.948844909668,71.8253402709961,97.9303359985352,92.4308929443359,89.892822265625,73.2177810668945,53.6335906982422,64.3766937255859,81.5841522216797,70.8391723632812,81.0812225341797
"Superior National Forest",113.274948120117,119.146293640137,126.541534423828,124.226455688477,125.161247253418,126.87646484375,116.530311584473,148.630905151367,119.641159057617,136.960571289062,97.9492950439453,118.101127624512,124.172981262207,114.878570556641,124.415336608887,110.020721435547,125.735893249512,134.426193237305,118.219329833984,126.878410339355,130.040161132812,115.895805358887,122.569664001465,119.595375061035,131.011245727539,113.822731018066,123.201347351074,126.002624511719,125.481742858887,127.992576599121,119.216995239258,116.168960571289,125.074584960938,127.028129577637,124.935516357422,128.763854980469,130.12174987793,124.282516479492,113.695487976074,122.250198364258,129.941299438477,112.996894836426,113.088119506836,122.937660217285,122.419982910156,118.563835144043,111.179054260254,131.627685546875,119.51961517334,118.09342956543,138.516738891602,124.118286132812,116.001449584961,127.009437561035,131.416534423828,112.202041625977,136.062637329102,118.569953918457,112.680366516113,123.159385681152,126.39232635498,130.076751708984,123.045669555664,115.644401550293,120.213371276855,125.365844726562,136.648666381836,131.90119934082,114.033142089844,114.984939575195,126.43384552002,120.89640045166,126.224304199219,121.406623840332,124.062355041504,127.056938171387,116.197677612305,109.356575012207,125.850036621094,132.631088256836,115.387138366699,120.290603637695,119.77759552002,126.774795532227,114.37769317627,116.124015808105,113.928100585938,105.568054199219,121.675888061523,126.556449890137,114.945808410645,119.217681884766,126.891708374023,125.022483825684,121.108238220215,127.180908203125,134.339385986328,124.345726013184,112.528060913086,116.764541625977,117.412414550781,121.046905517578,129.939239501953,117.753829956055,126.615928649902,106.45645904541,109.176719665527,115.101043701172,127.252593994141,122.258499145508,102.486610412598,123.922592163086,96.0974960327148,132.655822753906,131.491790771484,115.656044006348,117.107574462891,117.391746520996,124.334327697754,126.030288696289,129.911590576172,116.869148254395
