"","weighted_mean.X1900_si.x_fbi_best","weighted_mean.X1901_si.x_fbi_best","weighted_mean.X1902_si.x_fbi_best","weighted_mean.X1903_si.x_fbi_best","weighted_mean.X1904_si.x_fbi_best","weighted_mean.X1905_si.x_fbi_best","weighted_mean.X1906_si.x_fbi_best","weighted_mean.X1907_si.x_fbi_best","weighted_mean.X1908_si.x_fbi_best","weighted_mean.X1909_si.x_fbi_best","weighted_mean.X1910_si.x_fbi_best","weighted_mean.X1911_si.x_fbi_best","weighted_mean.X1912_si.x_fbi_best","weighted_mean.X1913_si.x_fbi_best","weighted_mean.X1914_si.x_fbi_best","weighted_mean.X1915_si.x_fbi_best","weighted_mean.X1916_si.x_fbi_best","weighted_mean.X1917_si.x_fbi_best","weighted_mean.X1918_si.x_fbi_best","weighted_mean.X1919_si.x_fbi_best","weighted_mean.X1920_si.x_fbi_best","weighted_mean.X1921_si.x_fbi_best","weighted_mean.X1922_si.x_fbi_best","weighted_mean.X1923_si.x_fbi_best","weighted_mean.X1924_si.x_fbi_best","weighted_mean.X1925_si.x_fbi_best","weighted_mean.X1926_si.x_fbi_best","weighted_mean.X1927_si.x_fbi_best","weighted_mean.X1928_si.x_fbi_best","weighted_mean.X1929_si.x_fbi_best","weighted_mean.X1930_si.x_fbi_best","weighted_mean.X1931_si.x_fbi_best","weighted_mean.X1932_si.x_fbi_best","weighted_mean.X1933_si.x_fbi_best","weighted_mean.X1934_si.x_fbi_best","weighted_mean.X1935_si.x_fbi_best","weighted_mean.X1936_si.x_fbi_best","weighted_mean.X1937_si.x_fbi_best","weighted_mean.X1938_si.x_fbi_best","weighted_mean.X1939_si.x_fbi_best","weighted_mean.X1940_si.x_fbi_best","weighted_mean.X1941_si.x_fbi_best","weighted_mean.X1942_si.x_fbi_best","weighted_mean.X1943_si.x_fbi_best","weighted_mean.X1944_si.x_fbi_best","weighted_mean.X1945_si.x_fbi_best","weighted_mean.X1946_si.x_fbi_best","weighted_mean.X1947_si.x_fbi_best","weighted_mean.X1948_si.x_fbi_best","weighted_mean.X1949_si.x_fbi_best","weighted_mean.X1950_si.x_fbi_best","weighted_mean.X1951_si.x_fbi_best","weighted_mean.X1952_si.x_fbi_best","weighted_mean.X1953_si.x_fbi_best","weighted_mean.X1954_si.x_fbi_best","weighted_mean.X1955_si.x_fbi_best","weighted_mean.X1956_si.x_fbi_best","weighted_mean.X1957_si.x_fbi_best","weighted_mean.X1958_si.x_fbi_best","weighted_mean.X1959_si.x_fbi_best","weighted_mean.X1960_si.x_fbi_best","weighted_mean.X1961_si.x_fbi_best","weighted_mean.X1962_si.x_fbi_best","weighted_mean.X1963_si.x_fbi_best","weighted_mean.X1964_si.x_fbi_best","weighted_mean.X1965_si.x_fbi_best","weighted_mean.X1966_si.x_fbi_best","weighted_mean.X1967_si.x_fbi_best","weighted_mean.X1968_si.x_fbi_best","weighted_mean.X1969_si.x_fbi_best","weighted_mean.X1970_si.x_fbi_best","weighted_mean.X1971_si.x_fbi_best","weighted_mean.X1972_si.x_fbi_best","weighted_mean.X1973_si.x_fbi_best","weighted_mean.X1974_si.x_fbi_best","weighted_mean.X1975_si.x_fbi_best","weighted_mean.X1976_si.x_fbi_best","weighted_mean.X1977_si.x_fbi_best","weighted_mean.X1978_si.x_fbi_best","weighted_mean.X1979_si.x_fbi_best","weighted_mean.X1980_si.x_fbi_best","weighted_mean.X1981_si.x_fbi_best","weighted_mean.X1982_si.x_fbi_best","weighted_mean.X1983_si.x_fbi_best","weighted_mean.X1984_si.x_fbi_best","weighted_mean.X1985_si.x_fbi_best","weighted_mean.X1986_si.x_fbi_best","weighted_mean.X1987_si.x_fbi_best","weighted_mean.X1988_si.x_fbi_best","weighted_mean.X1989_si.x_fbi_best","weighted_mean.X1990_si.x_fbi_best","weighted_mean.X1991_si.x_fbi_best","weighted_mean.X1992_si.x_fbi_best","weighted_mean.X1993_si.x_fbi_best","weighted_mean.X1994_si.x_fbi_best","weighted_mean.X1995_si.x_fbi_best","weighted_mean.X1996_si.x_fbi_best","weighted_mean.X1997_si.x_fbi_best","weighted_mean.X1998_si.x_fbi_best","weighted_mean.X1999_si.x_fbi_best","weighted_mean.X2000_si.x_fbi_best","weighted_mean.X2001_si.x_fbi_best","weighted_mean.X2002_si.x_fbi_best","weighted_mean.X2003_si.x_fbi_best","weighted_mean.X2004_si.x_fbi_best","weighted_mean.X2005_si.x_fbi_best","weighted_mean.X2006_si.x_fbi_best","weighted_mean.X2007_si.x_fbi_best","weighted_mean.X2008_si.x_fbi_best","weighted_mean.X2009_si.x_fbi_best","weighted_mean.X2010_si.x_fbi_best","weighted_mean.X2011_si.x_fbi_best","weighted_mean.X2012_si.x_fbi_best","weighted_mean.X2013_si.x_fbi_best","weighted_mean.X2014_si.x_fbi_best","weighted_mean.X2015_si.x_fbi_best","weighted_mean.X2016_si.x_fbi_best","weighted_mean.X2017_si.x_fbi_best","weighted_mean.X2018_si.x_fbi_best","weighted_mean.X2019_si.x_fbi_best","weighted_mean.X2020_si.x_fbi_best","weighted_mean.X2021_si.x_fbi_best"
"Hoosier National Forest",115.681930541992,119.492340087891,114.342185974121,100.584938049316,118.671516418457,102.823356628418,114.4521484375,95.8469543457031,105.42448425293,111.03214263916,94.5329895019531,110.275741577148,115.703201293945,107.762504577637,115.111366271973,114.781661987305,112.034523010254,109.726737976074,102.12255859375,105.661781311035,116.644660949707,86.6178741455078,99.6845703125,116.70972442627,115.089340209961,102.165115356445,121.986366271973,101.319931030273,115.054267883301,95.7874603271484,104.148468017578,111.551086425781,107.185241699219,106.659812927246,109.520851135254,98.1388549804688,113.703193664551,115.023170471191,97.4357757568359,108.898048400879,120.580589294434,109.089630126953,105.788200378418,111.538902282715,111.37574005127,93.0339126586914,88.4182968139648,114.620903015137,101.443519592285,105.935821533203,115.745445251465,116.270568847656,109.857162475586,105.830444335938,103.640464782715,102.223930358887,111.557098388672,110.54069519043,115.485939025879,108.055854797363,113.41967010498,111.700805664062,116.015594482422,101.530380249023,110.096824645996,111.192390441895,112.392387390137,97.3032073974609,106.990028381348,111.939826965332,113.941757202148,113.717864990234,109.356712341309,96.9343719482422,99.1479644775391,116.601821899414,92.9104080200195,100.825119018555,113.484504699707,110.846168518066,115.550445556641,102.566444396973,111.262588500977,115.936431884766,117.126251220703,104.51611328125,97.5753555297852,107.085899353027,104.979637145996,108.199501037598,96.4312515258789,100.4375,105.221733093262,114.216659545898,109.778923034668,99.7495727539062,115.630363464355,103.950866699219,98.7303466796875,104.39852142334,94.1748886108398,104.34366607666,104.836280822754,104.642799377441,103.826164245605,103.500694274902,101.535667419434,93.1472396850586,110.107353210449,103.843566894531,100.972282409668,101.406112670898,82.901008605957,112.84553527832,110.984428405762,105.55827331543,96.8980102539062,87.0747756958008,109.452285766602,104.718688964844,97.8762969970703,98.095573425293
"Huron-Manistee National Forest",138.187484741211,136.20426940918,138.640869140625,137.928665161133,144.249053955078,141.454406738281,138.966918945312,157.074813842773,142.718704223633,149.613296508789,133.444686889648,138.418518066406,143.72932434082,137.480072021484,140.441101074219,133.830078125,143.897811889648,153.934097290039,139.383239746094,146.387802124023,147.034896850586,130.999816894531,136.266876220703,147.831329345703,153.115310668945,140.764678955078,146.884948730469,141.779342651367,145.436477661133,145.35319519043,132.508331298828,142.185241699219,142.349945068359,141.596237182617,139.813400268555,148.493515014648,137.88916015625,143.68424987793,130.536376953125,140.194793701172,147.370819091797,131.07096862793,129.867858886719,146.272674560547,140.926651000977,131.350692749023,135.138519287109,150.598342895508,135.79997253418,132.268478393555,146.962768554688,138.007720947266,135.805923461914,140.981506347656,142.526992797852,127.273666381836,149.328491210938,137.158126831055,138.853942871094,136.348556518555,138.00260925293,145.433746337891,136.27766418457,136.41911315918,131.221237182617,137.754959106445,148.445083618164,144.567108154297,134.814071655273,138.432830810547,137.407516479492,143.676452636719,142.308654785156,137.782211303711,140.961059570312,140.184997558594,137.590896606445,128.189193725586,143.548187255859,138.974182128906,140.610397338867,137.785614013672,135.689254760742,147.366333007812,142.128890991211,129.419219970703,130.331817626953,130.362548828125,138.70051574707,142.12321472168,135.037368774414,132.145156860352,140.722137451172,138.498901367188,140.384353637695,142.39762878418,147.681076049805,150.817947387695,128.807556152344,132.291687011719,129.856903076172,130.378128051758,145.987716674805,137.371459960938,136.545822143555,138.162475585938,130.137710571289,132.545852661133,137.940856933594,137.371871948242,127.465240478516,140.27180480957,124.963989257812,139.341461181641,143.844909667969,136.645797729492,140.548675537109,134.530456542969,140.92658996582,145.105682373047,146.200317382812,136.02033996582
"Chippewa National Forest",133.247116088867,138.121994018555,143.19108581543,142.984390258789,149.770492553711,150.611373901367,141.163436889648,164.467193603516,145.029571533203,153.348510742188,136.685195922852,137.546127319336,145.362045288086,147.860214233398,144.92431640625,134.20182800293,151.180282592773,155.268295288086,140.317459106445,146.453643798828,146.985336303711,142.185913085938,138.260772705078,145.743515014648,159.775695800781,143.214233398438,136.763381958008,152.867263793945,143.197814941406,150.388214111328,142.398590087891,144.839767456055,141.811386108398,144.293029785156,140.423385620117,151.435256958008,144.828536987305,147.000289916992,141.638000488281,140.303466796875,149.485916137695,132.80403137207,138.746810913086,149.375869750977,144.828338623047,157.781036376953,142.185104370117,157.744552612305,142.707427978516,136.66227722168,155.961135864258,142.801879882812,131.693893432617,149.063690185547,154.784133911133,132.412582397461,154.222320556641,140.995910644531,138.80354309082,143.250244140625,146.206573486328,149.965621948242,141.559646606445,142.870971679688,138.332580566406,143.174926757812,153.524139404297,153.26448059082,143.240615844727,142.198944091797,150.264251708984,145.371475219727,142.113754272461,144.97998046875,149.108001708984,143.080261230469,139.004852294922,129.380035400391,141.303909301758,155.318145751953,137.74543762207,140.71174621582,138.880004882812,150.430038452148,143.141448974609,131.917999267578,137.793716430664,125.9375,137.926208496094,142.187103271484,145.048400878906,138.101135253906,141.077728271484,141.467376708984,142.951263427734,147.56120300293,151.972473144531,152.135604858398,132.863403320312,136.696640014648,136.710083007812,139.243988037109,153.455871582031,138.155029296875,150.454147338867,140.134750366211,134.84992980957,132.787841796875,153.378143310547,145.978515625,135.634185791016,145.522323608398,131.092529296875,149.045745849609,147.799163818359,141.837417602539,140.601623535156,142.027420043945,141.546920776367,151.239929199219,147.475158691406,141.537017822266
"White Mountain National Forest",151.183517456055,142.646408081055,144.453247070312,139.562484741211,143.185791015625,147.326568603516,148.087875366211,158.855499267578,145.971130371094,150.939559936523,140.183288574219,140.933929443359,146.135437011719,142.236602783203,147.316375732422,144.000198364258,146.990798950195,159.866806030273,138.724090576172,145.96826171875,151.025390625,136.552108764648,143.464981079102,148.091995239258,153.524871826172,147.143844604492,154.618179321289,149.919357299805,152.862167358398,147.711883544922,143.243026733398,144.066421508789,145.645736694336,144.75830078125,141.176345825195,151.624481201172,140.256271362305,145.070068359375,140.884582519531,149.890380859375,149.84635925293,137.801147460938,138.086547851562,149.565185546875,144.319931030273,138.305557250977,144.960845947266,150.511611938477,149.762313842773,135.624893188477,146.875137329102,143.559127807617,148.483123779297,138.00634765625,146.072891235352,140.558776855469,155.647262573242,141.071395874023,149.076217651367,141.751602172852,140.035919189453,149.740829467773,146.032989501953,146.263961791992,140.61833190918,143.729202270508,151.548553466797,156.88134765625,140.389251708984,146.970504760742,141.576141357422,147.602813720703,149.257659912109,143.324172973633,146.610565185547,142.477249145508,141.40087890625,138.748886108398,146.258636474609,137.820907592773,143.342956542969,139.365539550781,143.007720947266,146.058944702148,146.15608215332,141.793304443359,138.468353271484,139.532974243164,143.813522338867,143.681350708008,143.239929199219,137.895065307617,146.496856689453,137.022918701172,146.655288696289,146.859451293945,147.81884765625,153.041625976562,134.879776000977,138.863128662109,143.040786743164,139.886306762695,146.483047485352,144.109146118164,138.368377685547,148.276931762695,140.210662841797,144.359420776367,143.779495239258,138.223236083984,134.459976196289,142.570251464844,135.797073364258,140.017211914062,142.657958984375,139.861190795898,144.751281738281,140.564468383789,141.376556396484,147.521896362305,147.863174438477,137.790756225586
"Monongahela National Forest",124.720748901367,126.886772155762,122.836624145508,104.826690673828,126.781921386719,117.727233886719,119.974510192871,117.84139251709,113.281257629395,119.553817749023,105.480079650879,126.101570129395,118.200149536133,109.500503540039,122.528869628906,120.537628173828,119.570915222168,119.951583862305,116.65412902832,118.524711608887,125.609535217285,96.5255661010742,107.976684570312,123.103988647461,127.877059936523,112.300888061523,126.917671203613,111.952033996582,124.000183105469,105.358787536621,115.073471069336,127.762756347656,119.877059936523,118.417495727539,120.580253601074,118.200126647949,122.030769348145,122.857818603516,107.666488647461,117.798568725586,129.432922363281,119.106628417969,116.341377258301,123.267646789551,120.559265136719,98.5194244384766,104.554763793945,119.191246032715,107.307022094727,113.269546508789,121.782043457031,119.307250976562,115.771209716797,116.701034545898,110.580223083496,109.722801208496,125.024757385254,115.415557861328,124.062324523926,116.152641296387,117.564956665039,123.984703063965,121.334251403809,114.743385314941,118.894706726074,118.721038818359,122.258430480957,106.851783752441,111.601211547852,119.507179260254,120.048446655273,126.472297668457,118.27318572998,111.217346191406,108.794288635254,124.158065795898,106.357795715332,107.831970214844,122.33568572998,115.773132324219,119.665519714355,113.834320068359,123.07691192627,123.798767089844,123.30736541748,110.972312927246,108.322044372559,122.053741455078,117.80224609375,117.86939239502,107.955955505371,110.365539550781,119.06226348877,121.389060974121,114.820152282715,114.691352844238,121.281806945801,119.429168701172,108.285949707031,113.939575195312,108.290000915527,115.158889770508,108.349639892578,113.304252624512,115.037857055664,112.437370300293,110.281044006348,112.889167785645,113.467330932617,115.638381958008,108.814781188965,113.33659362793,93.7470245361328,118.710662841797,119.93310546875,115.157737731934,108.705131530762,102.34992980957,121.047668457031,110.743133544922,103.655754089355,110.846908569336
"Superior National Forest",140.351745605469,144.795761108398,150.568725585938,149.128921508789,156.058685302734,155.928863525391,152.127136230469,168.502563476562,152.19465637207,158.483184814453,150.527847290039,143.404174804688,153.998031616211,153.912185668945,147.810440063477,145.429718017578,157.634658813477,163.150985717773,152.00715637207,149.791076660156,154.376434326172,146.052124023438,142.98127746582,149.226104736328,165.455657958984,152.333892822266,150.270858764648,161.837921142578,149.187423706055,157.890014648438,149.472427368164,152.398849487305,149.153259277344,148.957778930664,148.923263549805,157.818435668945,151.798858642578,151.255783081055,149.327270507812,148.912780761719,156.044372558594,138.360473632812,146.221725463867,154.451644897461,149.579330444336,164.704681396484,150.030487060547,165.362838745117,150.085464477539,144.976150512695,159.431869506836,147.311431884766,140.900161743164,157.067794799805,160.493804931641,138.522277832031,159.682250976562,148.671249389648,150.040283203125,150.618835449219,151.03450012207,153.926574707031,149.120162963867,151.10107421875,142.18522644043,150.735702514648,159.073135375977,157.640563964844,152.447860717773,150.083648681641,156.748046875,153.673141479492,145.586639404297,152.809539794922,155.837371826172,145.792892456055,148.620223999023,135.824981689453,146.891647338867,159.666549682617,142.520431518555,149.258316040039,145.294540405273,158.455871582031,150.223526000977,141.366348266602,145.362991333008,134.994049072266,145.657318115234,148.710891723633,152.263061523438,144.535049438477,147.959365844727,154.732650756836,148.964767456055,152.354461669922,158.344207763672,157.044067382812,136.433166503906,142.706771850586,143.141326904297,144.828094482422,159.287994384766,146.697860717773,158.802841186523,149.363204956055,142.848480224609,139.930435180664,158.448303222656,155.801513671875,140.669647216797,150.72102355957,140.841751098633,157.676498413086,152.617034912109,149.51123046875,147.554229736328,153.046768188477,145.968719482422,157.051574707031,152.3857421875,146.687072753906
"Shawnee National Forest",108.593048095703,110.634231567383,108.056449890137,95.0854110717773,109.013885498047,97.5387725830078,110.477531433105,84.9462280273438,95.7162399291992,102.2001953125,87.7553405761719,96.5966644287109,110.610862731934,104.565376281738,108.589996337891,110.377029418945,104.862113952637,98.3226623535156,89.9137573242188,97.019172668457,108.573059082031,80.0478134155273,96.1727066040039,107.923156738281,109.337226867676,93.1274490356445,112.662986755371,94.3603820800781,101.170372009277,93.8641510009766,96.9225158691406,106.013771057129,95.4423751831055,97.7997970581055,101.454238891602,87.3820495605469,101.315628051758,109.683456420898,83.6789855957031,98.4464111328125,110.727645874023,105.40259552002,97.7326126098633,99.6218338012695,102.217864990234,88.0551376342773,83.5459060668945,109.375511169434,98.2263870239258,99.7941436767578,105.250579833984,106.692893981934,101.773681640625,91.9746627807617,94.0264205932617,95.9279937744141,97.6142272949219,102.497161865234,111.761787414551,97.5373382568359,109.914558410645,97.5191116333008,110.687637329102,94.3325729370117,102.626976013184,106.120216369629,105.94743347168,91.2636566162109,103.413192749023,106.150314331055,109.623329162598,108.488403320312,100.8857421875,88.0928649902344,88.2804412841797,110.160614013672,82.4563217163086,94.1797256469727,102.538536071777,106.254463195801,109.971374511719,96.1297454833984,100.42472076416,110.893913269043,110.265640258789,96.12060546875,92.131965637207,96.9002914428711,98.1707305908203,101.819122314453,80.1762542724609,94.1090087890625,93.4558715820312,106.849220275879,103.575927734375,92.3734512329102,109.066986083984,90.2948760986328,92.5985107421875,96.6261138916016,84.8106689453125,100.986106872559,101.410621643066,100.303153991699,95.5113143920898,98.3591613769531,93.2662124633789,87.1823196411133,104.744789123535,96.3089370727539,96.2097778320312,97.3736801147461,79.2135314941406,106.86254119873,106.292541503906,99.3659210205078,86.6010818481445,77.8665618896484,97.0349807739258,99.5094909667969,89.3307037353516,94.9619827270508
"Allegheny National Forest",136.896179199219,135.869659423828,132.936767578125,130.688262939453,140.46305847168,133.095245361328,136.149658203125,145.14013671875,137.914352416992,139.003280639648,123.939804077148,136.40966796875,133.756973266602,125.910774230957,137.170471191406,129.08366394043,134.226837158203,145.736175537109,132.902587890625,138.465774536133,143.938690185547,117.211555480957,131.194290161133,141.836074829102,146.682800292969,132.612167358398,141.613265991211,137.660888671875,141.314147949219,131.885559082031,129.295486450195,138.80598449707,137.097915649414,132.616592407227,134.381774902344,143.490661621094,133.185745239258,139.73127746582,125.117095947266,137.935668945312,142.700347900391,127.877517700195,125.917533874512,139.300506591797,133.988494873047,121.22144317627,129.557922363281,139.860443115234,127.4013671875,128.179168701172,138.42253112793,135.854919433594,133.395156860352,132.967697143555,123.380966186523,123.245155334473,144.32649230957,131.278579711914,136.311157226562,130.978927612305,128.529602050781,139.415191650391,133.990417480469,132.314407348633,129.846725463867,133.929092407227,141.747665405273,137.248306274414,129.38996887207,130.252334594727,131.51123046875,141.401718139648,139.13134765625,126.929092407227,135.257614135742,138.972625732422,125.612747192383,124.721908569336,141.506286621094,131.558029174805,136.446884155273,130.470184326172,134.147506713867,138.041885375977,139.995590209961,125.196479797363,127.105606079102,128.134872436523,135.361480712891,140.786773681641,127.917892456055,125.412940979004,134.473739624023,129.44221496582,136.163375854492,137.134872436523,137.619598388672,142.755340576172,123.248191833496,130.482131958008,127.614082336426,129.966598510742,129.087814331055,129.133850097656,129.378753662109,133.724594116211,126.828063964844,131.092391967773,128.360961914062,128.605346679688,121.33715057373,132.249816894531,122.74732208252,128.412704467773,133.955947875977,130.671340942383,130.959762573242,118.526763916016,133.539367675781,129.053680419922,140.187728881836,128.449554443359
"Los Padres National Forest",57.5032272338867,58.6568641662598,67.5052032470703,72.9186630249023,60.0872230529785,53.8042831420898,53.0608100891113,51.617546081543,68.0470886230469,63.7101974487305,65.4226608276367,70.8470840454102,61.0838317871094,68.7130279541016,60.0248565673828,61.7790794372559,60.2552185058594,75.2398910522461,68.8780975341797,74.1894760131836,60.2413368225098,63.3848419189453,77.6448287963867,70.4100341796875,55.1665916442871,55.0034561157227,57.1970748901367,63.4259948730469,60.3370399475098,71.3121490478516,55.5423355102539,52.9373054504395,68.1379165649414,72.9130630493164,56.0832672119141,62.4749488830566,60.0265083312988,75.0421295166016,63.4414520263672,75.69189453125,57.3606147766113,55.404899597168,65.5771560668945,58.1360969543457,66.5455322265625,67.0693664550781,69.3832321166992,60.9967308044434,73.190788269043,82.3954467773438,68.1982803344727,65.0797882080078,71.7159957885742,59.3660545349121,55.5337333679199,69.9603881835938,74.2707290649414,60.3424110412598,54.2727470397949,60.621639251709,64.4549179077148,54.0339889526367,70.859016418457,53.5379028320312,67.8985443115234,62.7084197998047,72.2839202880859,60.3316764831543,55.0447158813477,73.126579284668,54.824764251709,66.2233352661133,60.2834358215332,63.6744194030762,66.5188674926758,65.6507797241211,61.4706954956055,54.5887451171875,58.2202987670898,69.1680908203125,54.1407508850098,53.3398284912109,59.6251411437988,55.8077812194824,57.0694313049316,64.5754165649414,52.0339431762695,58.2165298461914,55.5414009094238,65.2823486328125,65.3455352783203,54.3569297790527,53.9434204101562,58.8337211608887,61.4489822387695,51.5875701904297,51.5748252868652,56.428524017334,60.7508544921875,63.9137649536133,54.3782653808594,69.077018737793,60.5566825866699,50.9473495483398,63.2619972229004,52.5684661865234,58.0846519470215,60.7743797302246,62.7837944030762,54.2023086547852,59.8750267028809,58.7882308959961,57.1499786376953,61.4146308898926,46.937183380127,44.2267951965332,48.471981048584,57.5758018493652,50.0365791320801,65.3334274291992,54.8035545349121,55.3874969482422
"Shasta-Trinity National Forest",107.067428588867,120.388816833496,124.767425537109,125.838668823242,126.842971801758,106.275909423828,114.446823120117,117.488662719727,118.174049377441,118.053886413574,110.68350982666,125.543502807617,125.328796386719,129.051727294922,107.87425994873,115.516052246094,114.355354309082,136.442199707031,119.248924255371,121.617904663086,127.674095153809,119.895614624023,133.943786621094,117.272064208984,114.660224914551,111.602630615234,99.7215042114258,121.876602172852,112.185394287109,127.256843566895,109.706481933594,109.23307800293,119.871490478516,130.109008789062,88.4336929321289,124.339256286621,111.905876159668,127.342376708984,124.087013244629,108.805061340332,104.237243652344,104.962097167969,122.666091918945,108.824279785156,123.459999084473,120.632965087891,117.940307617188,106.96183013916,137.752166748047,117.716598510742,123.679664611816,114.134475708008,123.250816345215,121.272720336914,114.135887145996,134.241226196289,120.669868469238,116.471214294434,117.511245727539,107.87760925293,114.400291442871,116.2939453125,116.831184387207,125.111717224121,128.333587646484,116.936836242676,112.724792480469,134.964157104492,108.555862426758,123.132286071777,114.048805236816,126.241516113281,110.908973693848,119.29711151123,122.06307220459,134.80876159668,124.103157043457,122.094306945801,103.835517883301,119.331367492676,112.705490112305,109.521636962891,127.819549560547,117.907188415527,112.252883911133,115.041557312012,97.6997299194336,111.093040466309,109.901481628418,111.63298034668,107.934188842773,124.958236694336,101.683639526367,117.336410522461,110.720245361328,115.831985473633,107.878494262695,109.845611572266,125.941299438477,129.361923217773,111.162048339844,116.525749206543,112.218032836914,116.500350952148,102.262420654297,111.118041992188,125.276573181152,109.030082702637,125.081497192383,118.44214630127,126.931831359863,134.484512329102,121.952735900879,110.618751525879,99.1189270019531,86.3538818359375,100.483139038086,118.228469848633,115.572341918945,117.322822570801,113.371650695801,115.360542297363
"Cleveland National Forest",50.1078720092773,54.865306854248,61.6325950622559,64.0673217773438,56.3112106323242,52.0681610107422,50.4285278320312,47.8034706115723,60.2822456359863,58.4284477233887,57.9284858703613,59.0513687133789,49.8298606872559,61.3024024963379,54.0931396484375,56.669002532959,54.6770133972168,63.9377212524414,58.4649276733398,60.8995780944824,48.1470985412598,58.1496200561523,66.7293167114258,59.7006187438965,50.714469909668,50.7687301635742,53.2118682861328,55.5971298217773,54.2187576293945,64.6867752075195,48.9454765319824,48.596809387207,61.9856071472168,66.0499496459961,49.0473556518555,51.0729904174805,54.8494033813477,66.7380981445312,56.9001045227051,69.0533065795898,53.5146217346191,51.8083114624023,57.0504989624023,52.4731750488281,60.7593307495117,59.8566436767578,60.7274551391602,53.0610809326172,64.4727020263672,73.5865783691406,56.5944709777832,55.1030540466309,59.0935287475586,50.805908203125,49.7786903381348,61.8434944152832,64.4886932373047,54.3663864135742,50.894100189209,54.4378814697266,57.333381652832,46.2170524597168,57.650505065918,49.7437515258789,60.491870880127,53.2800216674805,64.9514846801758,52.8721389770508,50.0942192077637,58.8100738525391,49.0010795593262,49.8878135681152,56.5043601989746,58.0489883422852,56.7804870605469,57.3308067321777,48.4372138977051,47.224739074707,53.652904510498,63.1814422607422,47.7104263305664,49.4842147827148,53.7622528076172,51.1435852050781,50.5683670043945,59.9254264831543,48.5792083740234,50.5600700378418,51.0892372131348,56.2650260925293,58.4149322509766,49.6642150878906,49.7501945495605,51.2321510314941,52.8010101318359,48.0488433837891,47.370002746582,50.3989067077637,55.4047393798828,54.4908790588379,42.121639251709,61.9614028930664,55.9490623474121,43.0619773864746,57.8147926330566,46.8810577392578,50.4997024536133,53.5500450134277,57.3527183532715,45.6606903076172,55.1618690490723,49.5833015441895,51.2245025634766,53.4514808654785,41.6464958190918,40.8056297302246,44.7054977416992,48.9094886779785,40.2778663635254,55.3169250488281,48.7037010192871,46.2178115844727
"Midewin National Tallgrass Prairie",125.567352294922,126.017684936523,123.549659729004,120.234008789062,132.567337036133,123.216331481934,123.216331481934,135.216323852539,126.017684936523,133.531967163086,103.567352294922,128.999984741211,126.783676147461,122.450340270996,124.017684936523,117.666664123535,128.216323852539,136.450347900391,126.216316223145,124.134689331055,132.801361083984,109.712913513184,123.333335876465,129.567352294922,128.918365478516,113.333335876465,131.602722167969,124.117012023926,130.251708984375,116.964614868164,121.234008789062,128.134689331055,126.117012023926,127.865295410156,125.234008789062,131.631271362305,127.684356689453,130.66667175293,113.765983581543,127.117004394531,133.918365478516,121.666664123535,118.333335876465,125.684356689453,132,102.631294250488,109.333335876465,133.900680541992,115.765983581543,123.666664123535,132.66667175293,128,123.549659729004,127.514274597168,118.450340270996,114.432647705078,130.684341430664,123.234008789062,126.216316223145,123.783668518066,122.333335876465,130.450332641602,124.783668518066,117.017684936523,121.999992370605,125.666656494141,130,119.234008789062,116.748291015625,123.450340270996,124.099319458008,125.75511932373,128.7197265625,117.748291015625,119.783668518066,130.017700195312,109.549659729004,110,129.234024047852,128.017684936523,127.017692565918,111.117004394531,126.549659729004,130.783676147461,129.117004394531,112.783676147461,114.648979187012,119.351020812988,122.567352294922,123.432647705078,119.216331481934,116.117004394531,127.801361083984,127.216323852539,121.450347900391,127.081619262695,129.783676147461,126.999992370605,114.531967163086,120.333335876465,115.117004394531,118.666664123535,121.046249389648,120.117004394531,115.33332824707,113.964622497559,113.748291015625,118.333335876465,122.099319458008,120.666664123535,109.234016418457,127.333335876465,93.6489791870117,126.315643310547,128.134689331055,122.801368713379,116.719734191895,110.234016418457,128.900680541992,123.900672912598,126.017684936523,119.017684936523
