"","weighted_mean.X1900_si.x_fbi_best","weighted_mean.X1901_si.x_fbi_best","weighted_mean.X1902_si.x_fbi_best","weighted_mean.X1903_si.x_fbi_best","weighted_mean.X1904_si.x_fbi_best","weighted_mean.X1905_si.x_fbi_best","weighted_mean.X1906_si.x_fbi_best","weighted_mean.X1907_si.x_fbi_best","weighted_mean.X1908_si.x_fbi_best","weighted_mean.X1909_si.x_fbi_best","weighted_mean.X1910_si.x_fbi_best","weighted_mean.X1911_si.x_fbi_best","weighted_mean.X1912_si.x_fbi_best","weighted_mean.X1913_si.x_fbi_best","weighted_mean.X1914_si.x_fbi_best","weighted_mean.X1915_si.x_fbi_best","weighted_mean.X1916_si.x_fbi_best","weighted_mean.X1917_si.x_fbi_best","weighted_mean.X1918_si.x_fbi_best","weighted_mean.X1919_si.x_fbi_best","weighted_mean.X1920_si.x_fbi_best","weighted_mean.X1921_si.x_fbi_best","weighted_mean.X1922_si.x_fbi_best","weighted_mean.X1923_si.x_fbi_best","weighted_mean.X1924_si.x_fbi_best","weighted_mean.X1925_si.x_fbi_best","weighted_mean.X1926_si.x_fbi_best","weighted_mean.X1927_si.x_fbi_best","weighted_mean.X1928_si.x_fbi_best","weighted_mean.X1929_si.x_fbi_best","weighted_mean.X1930_si.x_fbi_best","weighted_mean.X1931_si.x_fbi_best","weighted_mean.X1932_si.x_fbi_best","weighted_mean.X1933_si.x_fbi_best","weighted_mean.X1934_si.x_fbi_best","weighted_mean.X1935_si.x_fbi_best","weighted_mean.X1936_si.x_fbi_best","weighted_mean.X1937_si.x_fbi_best","weighted_mean.X1938_si.x_fbi_best","weighted_mean.X1939_si.x_fbi_best","weighted_mean.X1940_si.x_fbi_best","weighted_mean.X1941_si.x_fbi_best","weighted_mean.X1942_si.x_fbi_best","weighted_mean.X1943_si.x_fbi_best","weighted_mean.X1944_si.x_fbi_best","weighted_mean.X1945_si.x_fbi_best","weighted_mean.X1946_si.x_fbi_best","weighted_mean.X1947_si.x_fbi_best","weighted_mean.X1948_si.x_fbi_best","weighted_mean.X1949_si.x_fbi_best","weighted_mean.X1950_si.x_fbi_best","weighted_mean.X1951_si.x_fbi_best","weighted_mean.X1952_si.x_fbi_best","weighted_mean.X1953_si.x_fbi_best","weighted_mean.X1954_si.x_fbi_best","weighted_mean.X1955_si.x_fbi_best","weighted_mean.X1956_si.x_fbi_best","weighted_mean.X1957_si.x_fbi_best","weighted_mean.X1958_si.x_fbi_best","weighted_mean.X1959_si.x_fbi_best","weighted_mean.X1960_si.x_fbi_best","weighted_mean.X1961_si.x_fbi_best","weighted_mean.X1962_si.x_fbi_best","weighted_mean.X1963_si.x_fbi_best","weighted_mean.X1964_si.x_fbi_best","weighted_mean.X1965_si.x_fbi_best","weighted_mean.X1966_si.x_fbi_best","weighted_mean.X1967_si.x_fbi_best","weighted_mean.X1968_si.x_fbi_best","weighted_mean.X1969_si.x_fbi_best","weighted_mean.X1970_si.x_fbi_best","weighted_mean.X1971_si.x_fbi_best","weighted_mean.X1972_si.x_fbi_best","weighted_mean.X1973_si.x_fbi_best","weighted_mean.X1974_si.x_fbi_best","weighted_mean.X1975_si.x_fbi_best","weighted_mean.X1976_si.x_fbi_best","weighted_mean.X1977_si.x_fbi_best","weighted_mean.X1978_si.x_fbi_best","weighted_mean.X1979_si.x_fbi_best","weighted_mean.X1980_si.x_fbi_best","weighted_mean.X1981_si.x_fbi_best","weighted_mean.X1982_si.x_fbi_best","weighted_mean.X1983_si.x_fbi_best","weighted_mean.X1984_si.x_fbi_best","weighted_mean.X1985_si.x_fbi_best","weighted_mean.X1986_si.x_fbi_best","weighted_mean.X1987_si.x_fbi_best","weighted_mean.X1988_si.x_fbi_best","weighted_mean.X1989_si.x_fbi_best","weighted_mean.X1990_si.x_fbi_best","weighted_mean.X1991_si.x_fbi_best","weighted_mean.X1992_si.x_fbi_best","weighted_mean.X1993_si.x_fbi_best","weighted_mean.X1994_si.x_fbi_best","weighted_mean.X1995_si.x_fbi_best","weighted_mean.X1996_si.x_fbi_best","weighted_mean.X1997_si.x_fbi_best","weighted_mean.X1998_si.x_fbi_best","weighted_mean.X1999_si.x_fbi_best","weighted_mean.X2000_si.x_fbi_best","weighted_mean.X2001_si.x_fbi_best","weighted_mean.X2002_si.x_fbi_best","weighted_mean.X2003_si.x_fbi_best","weighted_mean.X2004_si.x_fbi_best","weighted_mean.X2005_si.x_fbi_best","weighted_mean.X2006_si.x_fbi_best","weighted_mean.X2007_si.x_fbi_best","weighted_mean.X2008_si.x_fbi_best","weighted_mean.X2009_si.x_fbi_best","weighted_mean.X2010_si.x_fbi_best","weighted_mean.X2011_si.x_fbi_best","weighted_mean.X2012_si.x_fbi_best","weighted_mean.X2013_si.x_fbi_best","weighted_mean.X2014_si.x_fbi_best","weighted_mean.X2015_si.x_fbi_best","weighted_mean.X2016_si.x_fbi_best","weighted_mean.X2017_si.x_fbi_best","weighted_mean.X2018_si.x_fbi_best","weighted_mean.X2019_si.x_fbi_best","weighted_mean.X2020_si.x_fbi_best","weighted_mean.X2021_si.x_fbi_best"
"Beaverhead-Deerlodge National Forest",150.842483520508,154.313186645508,163.334899902344,163.865219116211,163.450866699219,166.951644897461,164.342498779297,170.351013183594,171.974792480469,168.934051513672,145.830673217773,165.219390869141,165.794342041016,157.240447998047,157.453308105469,161.251907348633,173.688446044922,173.947021484375,162.563690185547,152.435104370117,171.058547973633,161.596084594727,163.523468017578,164.365951538086,159.66194152832,157.254821777344,150.628662109375,169.784774780273,150.16032409668,167.359176635742,155.801986694336,154.966583251953,163.610397338867,163.722381591797,137.976104736328,164.959320068359,149.015914916992,159.202377319336,160.558151245117,148.506546020508,151.822250366211,156.748306274414,169.491653442383,167.179260253906,161.60334777832,170.522674560547,157.118179321289,154.506637573242,156.724960327148,149.362030029297,168.882766723633,164.546798706055,152.49967956543,169.338165283203,160.071319580078,169.345321655273,154.464126586914,157.052352905273,149.464859008789,164.734725952148,161.690368652344,157.706512451172,163.472045898438,158.57209777832,165.404403686523,164.734954833984,152.832153320312,166.015197753906,167.676544189453,150.362289428711,161.648376464844,162.772232055664,156.957214355469,159.541290283203,163.909866333008,173.363754272461,156.145980834961,156.027282714844,162.147369384766,159.431304931641,153.721649169922,159.852783203125,168.973724365234,161.580688476562,169.767150878906,152.011459350586,154.280838012695,139.303451538086,153.901306152344,160.128982543945,166.217376708984,165.732833862305,144.569732666016,157.750030517578,151.470581054688,169.322189331055,165.476379394531,156.187561035156,163.782455444336,167.353729248047,155.872299194336,154.766952514648,166.876495361328,158.72331237793,160.088409423828,168.318984985352,152.484466552734,149.68000793457,170.761932373047,160.563903808594,173.31657409668,175.46354675293,158.192993164062,156.509796142578,158.551483154297,153.718383789062,155.632858276367,157.052108764648,151.774795532227,161.27360534668,157.430114746094,160.000030517578
"Medicine Bow-Routt National Forest",143.786529541016,144.415298461914,148.909271240234,158.219451904297,152.064743041992,156.95231628418,149.640289306641,163.090042114258,151.438751220703,159.835266113281,135.639770507812,147.232757568359,157.461639404297,149.458999633789,149.983993530273,151.366180419922,155.529602050781,166.968215942383,152.924713134766,148.93000793457,158.753967285156,150.538619995117,153.99186706543,153.594512939453,158.835556030273,142.780181884766,143.44384765625,152.88215637207,149.125747680664,157.56330871582,148.202072143555,151.8876953125,148.766326904297,155.362243652344,134.235565185547,161.724624633789,143.551025390625,151.135055541992,149.256317138672,140.561096191406,146.361099243164,147.401794433594,153.318267822266,146.278747558594,153.163619995117,155.849502563477,143.818801879883,149.140182495117,146.638809204102,145.113891601562,160.700408935547,154.392883300781,144.922286987305,157.096466064453,143.863540649414,148.039916992188,147.398391723633,155.791213989258,146.990234375,151.709655761719,146.583831787109,151.044372558594,141.254898071289,143.976211547852,150.829177856445,152.766204833984,147.772933959961,155.008880615234,157.866973876953,142.595184326172,154.024566650391,153.579559326172,148.468215942383,156.452346801758,146.026016235352,157.989624023438,148.538665771484,141.120315551758,151.759872436523,152.865219116211,150.88346862793,141.513778686523,154.945846557617,160.006225585938,154.773941040039,142.380950927734,146.595642089844,137.84700012207,146.247970581055,143.068313598633,152.468185424805,151.440277099609,137.43879699707,150.565063476562,141.338745117188,161.881546020508,150.886779785156,149.846252441406,148.963180541992,154.130401611328,142.367401123047,145.207534790039,151.91975402832,147.292709350586,141.017852783203,151.394439697266,142.690460205078,142.362548828125,157.899124145508,149.30744934082,156.061340332031,160.414077758789,132.726058959961,149.15837097168,151.366607666016,143.795272827148,149.715347290039,144.320709228516,143.569046020508,158.00830078125,148.113159179688,150.72834777832
"Tahoe National Forest",112.901611328125,119.637100219727,130.177597045898,126.735496520996,122.87483215332,115.290267944336,116.753082275391,119.410987854004,120.039085388184,120.69132232666,113.525688171387,131.25163269043,134.552917480469,130.837585449219,112.909622192383,123.829551696777,114.55110168457,140.034164428711,124.005836486816,123.006797790527,127.436187744141,121.979759216309,134.855102539062,119.508743286133,117.417579650879,113.753684997559,105.457206726074,122.539749145508,118.142135620117,127.928932189941,116.334213256836,110.379493713379,122.124382019043,136.827194213867,93.6272811889648,130.029113769531,114.234077453613,127.305999755859,130.397109985352,112.667503356934,113.326049804688,119.125335693359,130.572845458984,110.96541595459,129.651382446289,123.012962341309,118.704864501953,111.27082824707,137.314407348633,122.259658813477,123.195610046387,119.146522521973,128.514068603516,123.987045288086,115.631980895996,134.566070556641,127.167404174805,119.686988830566,124.854682922363,108.816619873047,118.994789123535,121.287139892578,119.155944824219,127.639106750488,131.683364868164,123.612358093262,113.240127563477,135.270614624023,113.944816589355,125.840782165527,119.359573364258,127.087600708008,112.893402099609,124.724754333496,122.729118347168,136.481338500977,122.94425201416,120.459197998047,114.179321289062,124.368507385254,118.690986633301,112.145515441895,127.307830810547,129.021469116211,117.45125579834,115.218139648438,101.563735961914,111.905899047852,110.095123291016,109.523727416992,108.396171569824,128.986328125,105.706649780273,119.06128692627,110.652122497559,124.025169372559,111.393615722656,108.820457458496,135.730392456055,129.929016113281,112.284072875977,117.357719421387,116.808067321777,123.484657287598,106.843185424805,123.50658416748,124.513496398926,108.076812744141,120.872451782227,119.644355773926,131.791244506836,130.696395874023,117.645202636719,109.330780029297,98.4157638549805,86.5344924926758,101.732887268066,115.905487060547,115.360595703125,118.177276611328,112.678733825684,112.679748535156
"Inyo National Forest",117.604385375977,122.725379943848,129.063598632812,126.670707702637,118.490798950195,114.872344970703,118.872940063477,117.726615905762,122.461692810059,124.392562866211,111.145561218262,126.519920349121,134.477554321289,126.302474975586,112.743988037109,123.86003112793,114.21369934082,137.219161987305,123.984817504883,125.876365661621,129.466293334961,122.273864746094,133.089889526367,124.069732666016,123.472053527832,119.776489257812,112.561653137207,123.226989746094,120.078575134277,129.960754394531,118.23656463623,112.380821228027,123.919792175293,133.787124633789,98.1444702148438,127.30054473877,114.266609191895,127.168685913086,130.261688232422,116.459983825684,113.306793212891,124.653167724609,129.27571105957,113.232696533203,129.970672607422,125.868232727051,118.5751953125,112.962852478027,131.270629882812,123.123794555664,116.728790283203,117.840232849121,126.91187286377,123.875160217285,113.868431091309,132.996887207031,125.077201843262,121.165153503418,124.674110412598,110.385375976562,115.091384887695,120.528831481934,118.307098388672,127.272842407227,133.295776367188,126.401008605957,113.187637329102,134.454132080078,118.494415283203,125.224784851074,125.713470458984,124.098243713379,109.144515991211,127.866249084473,121.73876953125,134.43359375,124.301368713379,123.04541015625,121.811058044434,124.620613098145,121.844673156738,116.451354980469,124.862060546875,130.891464233398,116.847290039062,114.354797363281,106.591720581055,114.812675476074,115.500198364258,103.74951171875,109.735961914062,128.870681762695,110.234161376953,117.025672912598,112.236015319824,123.026588439941,111.033187866211,111.656326293945,134.98014831543,126.917984008789,111.283378601074,120.227210998535,114.829177856445,124.045783996582,107.788688659668,123.675132751465,123.086669921875,108.816116333008,120.601493835449,118.506385803223,132.558364868164,126.827095031738,115.484222412109,109.576110839844,104.403968811035,95.979606628418,107.174011230469,113.941101074219,113.55574798584,118.398780822754,117.631996154785,115.485992431641
"Sequoia National Forest",85.3864364624023,90.4320831298828,97.0090866088867,103.043365478516,87.4213485717773,78.9690475463867,85.6513748168945,87.8965911865234,94.5907592773438,96.3255004882812,89.0975799560547,97.9220199584961,101.235511779785,101.17463684082,82.7530899047852,90.7851333618164,87.1332015991211,110.631202697754,96.3267135620117,105.009292602539,98.7677230834961,92.831169128418,110.300315856934,97.130500793457,88.8714828491211,90.5327606201172,84.845458984375,95.3663101196289,91.2266616821289,104.079437255859,86.4062805175781,82.5719375610352,97.3105316162109,103.838371276855,75.3019409179688,100.971031188965,87.5213317871094,104.519180297852,99.8418579101562,96.544189453125,86.2920761108398,90.685188293457,99.7320709228516,87.1781387329102,102.111961364746,102.890396118164,95.5591049194336,89.8447570800781,104.557960510254,106.131294250488,93.7534866333008,93.8879013061523,106.087265014648,92.5441513061523,86.4373931884766,106.530891418457,100.075538635254,89.2709808349609,92.4029235839844,86.0221633911133,91.6739654541016,89.8067092895508,100.139831542969,89.5644989013672,106.46492767334,96.2469482421875,93.6693649291992,99.96533203125,86.6249008178711,101.754425048828,92.9150161743164,98.517463684082,83.4230117797852,102.912139892578,95.7432098388672,103.073181152344,96.7240142822266,92.7433853149414,89.3494644165039,97.5590667724609,87.5477981567383,86.0006256103516,93.3247375488281,94.4447326660156,86.3910980224609,90.4369964599609,75.9171447753906,92.4779357910156,84.8751831054688,85.9826126098633,88.1104965209961,87.9600372314453,84.6420516967773,89.7511444091797,85.6532669067383,83.4492263793945,81.7931289672852,85.4127578735352,99.3097686767578,96.8144760131836,84.495002746582,96.1836166381836,86.9158020019531,90.2331390380859,84.9531555175781,89.6395645141602,96.3379287719727,83.5509719848633,92.1472549438477,91.8601226806641,97.4331283569336,97.807746887207,88.707275390625,86.6209335327148,73.5921783447266,67.7882385253906,77.0955505371094,84.9267349243164,85.6543121337891,94.3267211914062,85.0527648925781,87.9848327636719
"Klamath National Forest",120.60131072998,131.205642700195,134.972610473633,131.580535888672,133.640060424805,118.335868835449,122.229354858398,124.148384094238,128.815200805664,127.027976989746,116.523612976074,134.325653076172,135.152191162109,136.371215820312,117.569496154785,122.811630249023,123.360618591309,146.877868652344,126.420478820801,127.873832702637,137.42839050293,129.894470214844,141.193237304688,125.335464477539,123.127578735352,120.615676879883,107.268119812012,131.952682495117,123.477157592773,135.627685546875,117.58763885498,117.1630859375,129.154235839844,141.564437866211,95.3039703369141,131.302322387695,120.392517089844,133.639526367188,132.560852050781,116.734489440918,112.660491943359,116.64030456543,133.231872558594,117.849006652832,133.691635131836,127.798950195312,124.557418823242,114.402236938477,147.544570922852,123.837219238281,134.038208007812,121.354606628418,131.660980224609,133.314468383789,121.726142883301,143.125305175781,129.232086181641,124.60481262207,125.156173706055,118.69393157959,125.13924407959,127.580345153809,125.191833496094,134.525909423828,140.620147705078,127.020072937012,120.503158569336,142.244979858398,119.182334899902,130.248031616211,128.006378173828,136.271179199219,123.547439575195,127.413513183594,132.493637084961,142.989700317383,133.463897705078,132.148513793945,114.77921295166,128.003463745117,123.410507202148,120.189979553223,135.481185913086,130.637496948242,125.286338806152,124.608848571777,110.680870056152,118.990051269531,121.542358398438,119.101173400879,113.391639709473,138.143157958984,109.397689819336,128.378921508789,119.94881439209,129.092819213867,120.464172363281,121.841445922852,135.540374755859,140.734710693359,122.14949798584,125.941703796387,123.849678039551,130.852752685547,112.133255004883,123.601768493652,130.446228027344,122.273216247559,135.027679443359,128.145217895508,139.945785522461,146.927169799805,131.137893676758,120.274948120117,109.871948242188,95.5982818603516,108.83984375,128.630844116211,123.440719604492,122.908020019531,121.627548217773,124.128005981445
"Six Rivers National Forest",92.6498794555664,108.824745178223,109.166511535645,114.356719970703,117.486175537109,87.4671936035156,99.2112503051758,103.307174682617,107.065299987793,106.032173156738,101.007659912109,112.787933349609,111.1796875,117.840362548828,92.9637069702148,99.0327301025391,104.164031982422,126.791557312012,108.319618225098,110.623641967773,116.655815124512,106.135208129883,123.793441772461,106.050559997559,100.27091217041,99.2348251342773,88.1688232421875,108.401809692383,96.1359252929688,116.309524536133,96.1655502319336,94.4105224609375,108.515800476074,116.161277770996,76.5976791381836,109.257720947266,98.1720275878906,116.847007751465,109.678764343262,99.9090347290039,90.0732955932617,86.1205978393555,106.216949462891,95.0791091918945,109.335144042969,107.925666809082,106.957290649414,95.1224746704102,124.836975097656,107.267768859863,111.390632629395,103.089111328125,110.633125305176,104.69702911377,100.364921569824,120.300842285156,108.40747833252,103.463417053223,98.6846237182617,95.4107131958008,95.198860168457,96.9576187133789,102.487182617188,107.173110961914,114.82837677002,102.545379638672,102.729835510254,118.440696716309,89.6470031738281,113.396766662598,94.8632049560547,114.181488037109,96.5431671142578,104.174598693848,108.860717773438,119.794784545898,113.155143737793,104.902229309082,84.3856201171875,104.647941589355,97.1902923583984,93.9425811767578,113.542343139648,96.9303970336914,94.1147155761719,103.466873168945,78.8122024536133,98.0744552612305,94.7973556518555,101.622200012207,99.2281036376953,106.936431884766,84.9344940185547,101.576034545898,97.6634216308594,94.6148376464844,90.6155166625977,97.0348968505859,103.517799377441,117.052871704102,96.4060363769531,105.528518676758,98.3086547851562,95.5093994140625,86.2425155639648,91.8424224853516,111.222274780273,98.5485305786133,113.818099975586,104.161575317383,104.779563903809,115.372894287109,109.450592041016,99.9150543212891,84.774299621582,68.9122543334961,84.8598861694336,103.087715148926,104.072784423828,105.716346740723,99.2712860107422,105.542854309082
"Angeles National Forest",59.3979644775391,61.683780670166,71.3699645996094,77.1571350097656,61.4869995117188,56.9956588745117,58.8708114624023,54.8809089660645,72.0881729125977,74.166259765625,67.5693969726562,74.1610412597656,65.6724014282227,77.8985595703125,62.3068542480469,70.3122177124023,67.1218795776367,85.2853317260742,72.2154693603516,82.768196105957,63.642635345459,67.2917098999023,84.6963577270508,73.4210739135742,57.1278991699219,58.6550827026367,60.0726470947266,69.1574935913086,64.922966003418,78.8653717041016,61.7748641967773,57.3130531311035,75.0438766479492,78.6725692749023,57.8613052368164,68.7610626220703,63.9919967651367,88.261962890625,71.6947784423828,81.0682754516602,63.1465301513672,61.9607963562012,78.0741195678711,63.515251159668,77.3811645507812,77.4689254760742,71.9260482788086,65.2501449584961,83.636344909668,94.8529968261719,74.5743103027344,72.1774978637695,86.3886337280273,65.1636123657227,55.8227844238281,80.3065032958984,78.6956787109375,62.3557510375977,61.8249244689941,66.3772506713867,73.9378814697266,59.8840751647949,81.2553558349609,56.6332168579102,75.9399108886719,70.3739395141602,77.5475082397461,62.6390228271484,57.5136070251465,81.7491073608398,63.3903350830078,72.4665985107422,62.8023643493652,74.9341125488281,73.0866317749023,73.8798828125,68.5395278930664,60.8641128540039,64.239875793457,75.6315460205078,57.6820106506348,59.723991394043,62.8480949401855,63.2927131652832,60.2669334411621,71.2621231079102,55.9101257324219,64.7703628540039,58.2964782714844,69.2864761352539,69.4149398803711,56.0953330993652,57.9851341247559,66.03759765625,66.4360046386719,53.9677581787109,55.7659034729004,62.659294128418,70.4672546386719,66.0834503173828,62.3815879821777,77.5762252807617,63.979320526123,55.1354179382324,69.0788345336914,64.9489212036133,64.4930877685547,65.7384033203125,66.5998153686523,62.1810569763184,70.0262908935547,71.3920059204102,62.1206474304199,67.6195983886719,48.2735176086426,46.9369888305664,51.5630531311035,62.2521476745605,53.1018028259277,74.494514465332,56.2840766906738,59.3288269042969
"Lassen National Forest",119.474235534668,124.418922424316,133.855834960938,129.274078369141,128.872161865234,120.145698547363,120.777130126953,121.880714416504,123.956886291504,124.67350769043,115.371948242188,134.34440612793,134.893753051758,134.433135986328,118.893074035645,126.682106018066,119.564598083496,143.515579223633,125.056793212891,126.015983581543,131.793197631836,126.534729003906,137.824005126953,123.932647705078,120.891052246094,117.277221679688,107.646606445312,127.34294128418,122.742004394531,131.49479675293,116.713348388672,116.493431091309,126.553398132324,139.730087280273,96.9824829101562,132.481643676758,118.884010314941,130.614196777344,132.434143066406,114.350463867188,114.583465576172,121.160804748535,134.305557250977,115.516036987305,131.193649291992,125.012260437012,122.394950866699,113.601722717285,143.267639160156,123.749244689941,129.653137207031,119.531143188477,130.188049316406,129.791839599609,119.084854125977,138.554412841797,129.621948242188,122.935707092285,127.408309936523,114.295524597168,127.285118103027,127.482818603516,123.35774230957,132.024749755859,136.353485107422,125.474304199219,118.072128295898,139.523681640625,119.951721191406,128.002487182617,126.38818359375,130.758728027344,120.670372009277,127.395614624023,128.530609130859,140.111465454102,127.597503662109,127.591278076172,119.156661987305,127.95191192627,122.494506835938,117.081192016602,131.710327148438,133.543197631836,124.535530090332,120.158798217773,110.571136474609,116.274276733398,116.653793334961,115.346405029297,111.463500976562,134.545867919922,111.613952636719,126.141494750977,117.08763885498,130.461776733398,119.364776611328,117.151329040527,139.690353393555,136.155242919922,118.928833007812,121.626243591309,122.30126953125,131.2939453125,113.723159790039,127.082778930664,128.921844482422,115.591751098633,128.374084472656,125.200584411621,139.8720703125,141.464141845703,125.261444091797,116.354293823242,109.654914855957,97.1626052856445,110.818778991699,126.82657623291,121.377502441406,123.372596740723,119.272796630859,120.36190032959
"Plumas National Forest",113.431076049805,117.760154724121,128.90168762207,125.964981079102,123.464859008789,114.703002929688,115.786285400391,118.682464599609,118.757972717285,120.507537841797,112.419853210449,130.519882202148,131.918533325195,130.499328613281,113.04842376709,122.73713684082,114.998443603516,139.985015869141,122.421905517578,122.104217529297,126.534744262695,120.842193603516,134.4501953125,118.939277648926,116.657928466797,112.633323669434,104.467086791992,121.23779296875,117.343612670898,126.475723266602,114.073295593262,110.884292602539,121.764030456543,136.197036743164,93.5797119140625,129.667984008789,112.9248046875,126.783020019531,129.241958618164,111.673919677734,112.138717651367,117.20915222168,129.943115234375,110.16429901123,127.052017211914,122.130409240723,118.752456665039,110.311683654785,137.59538269043,121.531005859375,123.928253173828,118.129203796387,127.714942932129,123.312240600586,114.667274475098,133.332580566406,126.149238586426,118.650329589844,123.789222717285,109.046394348145,120.632209777832,121.572410583496,119.589248657227,124.359565734863,131.318206787109,121.007507324219,113.782989501953,133.555618286133,114.136116027832,124.858306884766,119.874008178711,125.890571594238,113.661277770996,124.037399291992,122.420616149902,135.670883178711,122.169960021973,121.055503845215,113.918212890625,122.93773651123,117.693244934082,110.86173248291,126.815902709961,126.892517089844,117.901847839355,115.46110534668,102.758338928223,111.943519592285,110.679893493652,110.655967712402,108.211578369141,127.489143371582,105.235450744629,119.087112426758,110.930290222168,122.561111450195,112.318283081055,110.581764221191,134.268493652344,130.837692260742,112.764709472656,116.521003723145,117.695533752441,123.393203735352,107.759063720703,122.110595703125,124.37996673584,108.923217773438,121.3388671875,119.730941772461,131.699493408203,133.396041870117,118.057403564453,110.763442993164,101.64217376709,89.7029647827148,103.455863952637,118.007217407227,115.988784790039,118.931816101074,112.000755310059,114.28547668457
"Carson National Forest",145.305130004883,144.780715942383,139.852188110352,149.99382019043,139.822845458984,149.617477416992,143.791259765625,147.986633300781,148.329345703125,153.098114013672,136.434951782227,139.186340332031,153.338394165039,145.461410522461,143.43244934082,150.895111083984,143.094100952148,158.825927734375,146.769287109375,145.093383789062,152.535598754883,146.875274658203,147.189788818359,147.794311523438,150.89404296875,134.310028076172,147.792938232422,139.240142822266,145.938034057617,147.376968383789,144.756637573242,148.503189086914,146.188934326172,152.099670410156,129.324478149414,151.269775390625,138.148330688477,144.219741821289,146.162094116211,138.553451538086,138.538360595703,149.554733276367,148.397048950195,134.531875610352,153.177505493164,146.927185058594,137.327285766602,141.534225463867,141.002914428711,143.301620483398,140.850112915039,145.664459228516,145.050506591797,148.85026550293,134.072067260742,148.239898681641,139.874420166016,153.917175292969,145.636428833008,143.820266723633,142.026504516602,145.195739746094,137.348907470703,135.148696899414,146.801071166992,148.520812988281,137.719039916992,139.810455322266,151.991027832031,141.841583251953,148.683731079102,147.09748840332,136.445770263672,153.573379516602,136.994552612305,152.679061889648,144.011123657227,142.195022583008,143.551971435547,147.209854125977,152.655502319336,136.465194702148,149.320419311523,155.229782104492,144.414733886719,141.482208251953,134.901794433594,143.864059448242,142.979110717773,128.463302612305,143.86311340332,146.831939697266,136.478851318359,145.008834838867,140.923309326172,150.330520629883,134.179046630859,143.632583618164,147.009857177734,147.08854675293,133.780578613281,137.773498535156,132.964630126953,141.045852661133,137.855178833008,144.727249145508,133.44026184082,141.100189208984,146.390594482422,136.44709777832,146.018051147461,141.996810913086,132.387008666992,141.746002197266,146.266174316406,140.116348266602,144.764358520508,137.464767456055,134.095489501953,146.536560058594,135.498199462891,142.472213745117
"Cibola National Forest",116.463447570801,118.589920043945,113.695541381836,118.076782226562,105.596488952637,118.539779663086,115.059265136719,97.2090835571289,109.436538696289,117.023132324219,102.676803588867,104.235992431641,127.19799041748,121.732536315918,112.857307434082,123.428367614746,104.843200683594,121.615379333496,109.884132385254,119.092178344727,120.961181640625,109.740211486816,118.691932678223,119.102249145508,124.303520202637,104.50382232666,120.570846557617,109.673614501953,114.624694824219,118.731330871582,109.840484619141,119.151741027832,114.784255981445,121.925994873047,105.536033630371,108.857086181641,112.4013671875,119.406204223633,112.30443572998,113.570877075195,113.65177154541,123.290412902832,118.854286193848,106.421989440918,124.703323364258,116.965492248535,105.073707580566,115.969764709473,115.178924560547,117.65705871582,106.169639587402,116.524528503418,117.862922668457,110.151321411133,103.452705383301,117.441650390625,113.100143432617,114.418304443359,123.285736083984,115.377830505371,114.413429260254,116.840484619141,112.68571472168,108.509391784668,124.253463745117,117.650566101074,113.375221252441,102.20588684082,118.826507568359,116.782928466797,123.118316650391,109.267509460449,98.1437454223633,127.571800231934,106.486457824707,124.171058654785,110.347190856934,114.933464050293,110.667221069336,117.787872314453,119.910430908203,108.083053588867,111.971687316895,126.52197265625,119.395004272461,109.922958374023,97.9483261108398,117.505828857422,114.874710083008,100.19425201416,110.235908508301,112.606384277344,107.132583618164,114.89217376709,110.927337646484,108.281555175781,108.03458404541,112.709701538086,120.136619567871,107.26496887207,102.262664794922,112.320411682129,106.39461517334,110.357223510742,106.586532592773,113.124496459961,103.944793701172,108.131828308105,113.619895935059,106.252792358398,116.577766418457,102.538520812988,102.407249450684,111.972015380859,109.411613464355,101.722526550293,103.816047668457,94.9006042480469,103.440017700195,110.81290435791,106.758895874023,111.536849975586
